"","MO","SC","UA","PD","AD","State","Age","Sex","UK_2026","UK_2026Copula","Japan","JapanCopula","SouthKorea","SouthKoreaCopula","Netherlands","NetherlandsCopula","China","ChinaCopula","Spain","SpainCopula","Germany","GermanyCopula","Pakistan","PakistanCopula","Australia","AustraliaCopula","Belgium","BelgiumCopula","Canada","CanadaCopula","Denmark","DenmarkCopula","France","FranceCopula","Hungary","HungaryCopula","Iran","IranCopula","Italy","ItalyCopula","Malaysia","MalaysiaCopula","Poland","PolandCopula","Portugal","PortugalCopula","Romania","RomaniaCopula","Taiwan","TaiwanCopula","Thailand","ThailandCopula","Trinidad_and_Tobago","Trinidad_and_TobagoCopula","USA","USACopula","Singapore","SingaporeCopula","England_2018","England_2018Copula"
"11",1,1,2,1,2,11212,"18-34","male",0.812,0.84904501,0.741,0.77609321,0.856,0.81434952,0.773,0.7797428,0.801,0.84084843,0.843,0.81190453,0.999,0.88252642,0.924,NA,0.745,0.9084892,0.714,0.8174194,0.754,0.84024213,0.77,0.81525422,0.754,0.9166136,0.877,0.87297435,0.736,0.70369676,0.863,0.85123255,0.799,0.82494793,0.879,0.93586884,0.665,0.87524958,0.87,0.89109565,0.576,0.76156246,0.707,0.84007092,0.853,0.9137274,0.833,0.81738622,0.594,0.78392508,0.812,0.82976163
"12",1,1,2,1,3,11213,"18-34","male",0.378,0.5998616,0.692,0.67183735,0.691,0.66957189,0.338,0.5190994,0.66,0.68207275,0.47,0.61365811,0.611,0.66182265,0.779,NA,0.445,0.67688721,0.355,0.54597115,0.537,0.65601985,0.471,0.46057466,0.466,0.74225068,0.697,0.65773073,0.629,0.45808893,0.745,0.62473567,0.678,0.64876889,0.698,0.80533689,0.506,0.69769329,0.718,0.77716853,0.258,0.49977924,0.49,0.65934773,0.725,0.7593452,0.55,0.57438638,0.176,0.48220765,0.378,0.64431211
"13",1,1,2,2,1,11221,"18-34","male",0.76,0.86019829,0.724,0.78468727,0.862,0.80242796,0.811,0.79756533,0.795,0.82660094,0.816,0.81220124,0.887,0.86582885,0.925,NA,0.775,0.9038773,0.733,0.81980686,0.772,0.83498766,0.776,0.86143295,0.732,0.91113937,0.875,0.87482652,0.759,0.6726668,0.86,0.85438251,0.826,0.80568673,0.848,0.9183462,0.592,0.86451553,0.852,0.87079978,0.609,0.75210599,0.667,0.83657234,0.8,0.89443831,0.816,0.81644503,0.598,0.80087991,0.76,0.83148137
"14",1,1,2,2,2,11222,"18-34","male",0.689,0.77442442,0.661,0.7075313,0.819,0.75947364,0.687,0.69674197,0.709,0.74591352,0.754,0.72198891,0.887,0.8035553,0.889,NA,0.678,0.84985075,0.63,0.73441423,0.709,0.77559879,0.708,0.73827449,0.642,0.86838538,0.797,0.80524028,0.661,0.53029659,0.808,0.77310356,0.745,0.73123904,0.822,0.89075575,0.555,0.80122774,0.798,0.82681044,0.455,0.63089586,0.635,0.76435452,0.789,0.84325185,0.767,0.72127532,0.448,0.68514916,0.689,0.75030387
"15",1,1,2,2,3,11223,"18-34","male",0.255,0.53510132,0.612,0.61419205,0.654,0.62394233,0.252,0.44637584,0.568,0.59536296,0.381,0.53556306,0.499,0.5877949,0.744,NA,0.377,0.61949896,0.271,0.46919006,0.492,0.59684082,0.408,0.39211719,0.354,0.69859271,0.617,0.59595878,0.554,0.3061363,0.69,0.55679845,0.624,0.56565351,0.641,0.76111712,0.396,0.63033621,0.646,0.71837042,0.137,0.38554524,0.418,0.5950162,0.661,0.68908521,0.506,0.49080511,0.029,0.40467096,0.255,0.57544619
"16",1,1,2,3,1,11231,"18-34","male",0.228,0.76637521,0.61,0.73488824,0.698,0.7405679,0.334,0.70301622,0.629,0.73127513,0.353,0.74678001,0.361,0.75518498,0.746,NA,0.393,0.81647792,0.393,0.7166206,0.519,0.7543489,0.442,0.75696641,0.405,0.83243652,0.617,0.78414384,0.685,0.54639937,0.624,0.75625468,0.637,0.73630104,0.416,0.83999038,0.435,0.77867244,0.553,0.81752735,0.279,0.63681052,0.391,0.78103497,0.634,0.78654692,0.463,0.71533943,0.225,0.64995216,0.228,0.75956467
"17",1,1,2,3,2,11232,"18-34","male",0.157,0.64057099,0.547,0.64421618,0.655,0.67776191,0.21,0.56439602,0.543,0.62252253,0.291,0.63408489,0.361,0.65398252,0.71,NA,0.296,0.72842563,0.29,0.59387089,0.456,0.66639059,0.374,0.59197416,0.315,0.75924179,0.539,0.67872153,0.587,0.37193294,0.572,0.63746898,0.556,0.63898334,0.39,0.78441997,0.398,0.68805276,0.499,0.757391,0.125,0.47712785,0.359,0.68776289,0.623,0.70179154,0.436,0.58317149,0.075,0.49166997,0.157,0.65210445
"18",1,1,2,3,3,11233,"18-34","male",-0.008,0.32075709,0.498,0.52011201,0.54,0.52041601,0.009,0.24164425,0.424,0.41787424,0.209,0.39889283,0.296,0.35312505,0.565,NA,0.181,0.42945005,0.187,0.25541431,0.239,0.43584302,0.074,0.16474215,0.201,0.51959854,0.359,0.39056818,0.456,0.09659762,0.454,0.34998324,0.551,0.4208856,0.209,0.57749526,0.274,0.45995577,0.347,0.60321471,-0.003,0.15686706,0.281,0.47332491,0.495,0.47249921,0.29,0.2817792,-0.053,0.13370617,-0.008,0.42516578
"19",1,1,3,1,1,11311,"18-34","male",0.556,0.96209128,0.715,0.92565904,0.692,0.92722148,0.638,0.93366004,0.746,0.95629558,0.49,0.94757094,0.676,0.9675907,0.72,NA,0.756,0.97461116,0.53,0.94392745,0.784,0.91932569,0.743,0.96023968,0.637,0.97683265,0.734,0.9657094,0.792,0.92040861,0.802,0.96115348,0.695,0.94724958,0.739,0.97947683,0.241,0.96592148,0.779,0.96623478,0.417,0.93665017,0.541,0.95448669,0.79,0.97628936,0.626,0.95188237,0.389,0.94537064,0.556,0.95151468
"20",1,1,3,1,2,11312,"18-34","male",0.485,0.87076532,0.652,0.80241195,0.649,0.82864583,0.514,0.8014801,0.66,0.86434361,0.428,0.84156334,0.676,0.8998941,0.684,NA,0.66,0.91409601,0.427,0.83349151,0.721,0.853128,0.674,0.83621152,0.547,0.92842518,0.656,0.88731915,0.694,0.7606757,0.75,0.87227499,0.614,0.85401119,0.713,0.94478704,0.444,0.89483729,0.725,0.9099017,0.263,0.80103206,0.509,0.86772714,0.779,0.92108673,0.61,0.84653014,0.239,0.81104022,0.485,0.85457333
"21",1,1,3,1,3,11313,"18-34","male",0.32,0.54003822,0.603,0.63761772,0.534,0.63069975,0.313,0.4592596,0.541,0.61359076,0.346,0.5755506,0.611,0.60140036,0.539,NA,0.402,0.59911142,0.324,0.48364882,0.504,0.59914214,0.375,0.39813863,0.433,0.68094798,0.476,0.57489399,0.563,0.40006668,0.632,0.55720503,0.609,0.60169754,0.532,0.75077942,0.079,0.63826364,0.573,0.7359905,0.135,0.41278259,0.431,0.61356565,0.651,0.68192567,0.453,0.51268563,0.11,0.40077818,0.32,0.601536
"22",1,1,3,2,1,11321,"18-34","male",0.433,0.84901738,0.635,0.7896072,0.655,0.79507955,0.552,0.78716009,0.654,0.81915734,0.401,0.81675957,0.564,0.85641754,0.685,NA,0.689,0.88404116,0.446,0.80908556,0.739,0.82397054,0.68,0.85250492,0.525,0.90099113,0.654,0.85845505,0.717,0.6861457,0.747,0.84364347,0.641,0.80827032,0.682,0.90943653,0.371,0.85992706,0.707,0.87140393,0.296,0.74693532,0.469,0.83886955,0.726,0.8771223,0.593,0.81168361,0.242,0.78877929,0.433,0.83054952
"23",1,1,3,2,2,11322,"18-34","male",0.362,0.72661948,0.572,0.68542406,0.612,0.72502154,0.428,0.6474162,0.568,0.69862574,0.339,0.69799813,0.564,0.76021169,0.649,NA,0.592,0.79371019,0.343,0.68706039,0.676,0.73228751,0.612,0.69245841,0.435,0.82776564,0.576,0.74878022,0.619,0.49452937,0.695,0.72181084,0.56,0.70219566,0.656,0.85805768,0.334,0.76418984,0.653,0.80590075,0.142,0.57295077,0.437,0.73712536,0.715,0.79102594,0.566,0.67542358,0.092,0.61964874,0.362,0.71766274
"24",1,1,3,2,3,11323,"18-34","male",0.197,0.39320265,0.523,0.53304589,0.497,0.54120798,0.227,0.30486528,0.449,0.44849597,0.257,0.44319356,0.499,0.4491724,0.504,NA,0.334,0.46366568,0.24,0.32941782,0.459,0.47333297,0.313,0.24884898,0.321,0.56980882,0.396,0.42767219,0.488,0.16352516,0.577,0.4033726,0.555,0.45695816,0.475,0.64900838,0.209,0.5064765,0.501,0.63499336,0.014,0.19551527,0.359,0.4937974,0.587,0.53360702,0.42,0.34404386,-0.036,0.21469374,0.197,0.46968936
"25",1,1,3,3,1,11331,"18-34","male",0.17,0.3845878,0.521,0.55066889,0.541,0.49931052,0.309,0.35900928,0.51,0.43555058,0.229,0.48725516,0.361,0.36398187,0.506,NA,0.332,0.45303716,0.362,0.37262696,0.486,0.46695884,0.346,0.38109442,0.372,0.47566981,0.396,0.38525516,0.619,0.20592991,0.511,0.37206711,0.568,0.46471799,0.25,0.48701977,0.008,0.46289087,0.408,0.58122999,0.156,0.20769836,0.332,0.52252173,0.56,0.4316137,0.366,0.3418761,0.16,0.18171756,0.17,0.48067995
"26",1,1,3,3,2,11332,"18-34","male",0.099,0.24605666,0.458,0.46472871,0.498,0.44475139,0.185,0.2054765,0.424,0.32787086,0.167,0.36869801,0.361,0.25561667,0.47,NA,0.236,0.35380679,0.259,0.23183944,0.423,0.37260763,0.278,0.19332994,0.282,0.39436521,0.318,0.27100916,0.521,0.03818479,0.459,0.23972463,0.487,0.36408367,0.224,0.43402614,0.212,0.36962971,0.354,0.52500449,0.002,0.0427962,0.3,0.42384093,0.549,0.34750961,0.35,0.19898944,0.009,0.02712811,0.099,0.36521822
"27",1,1,3,3,3,11333,"18-34","male",-0.066,-0.00940819,0.409,0.36190991,0.383,0.33732676,-0.016,-0.04286913,0.305,0.16838394,0.085,0.15736273,0.296,-0.01079517,0.325,NA,0.163,0.14017911,0.156,-0.05017742,0.206,0.20659971,-0.021,-0.17964464,0.168,0.17654023,0.138,0.02187414,0.39,-0.20048995,0.341,0.02070517,0.482,0.16930801,0.043,0.21522161,-0.086,0.15512176,0.202,0.35327542,-0.126,-0.22147398,0.222,0.226656,0.421,0.14241435,0.223,-0.03952969,-0.119,-0.22985234,-0.066,0.18761076
"28",1,2,1,1,1,12111,"18-34","male",0.815,0.94703305,0.794,0.89793838,0.904,0.89963922,0.847,0.9093806,0.856,0.935003,0.842,0.92186676,0.912,0.95104769,0.943,NA,0.808,0.96177171,0.765,0.92401526,0.818,0.9022239,0.823,0.94378975,0.788,0.96536719,0.929,0.94988577,0.816,0.87369961,0.9,0.94420086,0.836,0.91949222,0.897,0.96909242,0.646,0.9488168,0.928,0.94890035,0.648,0.90457338,0.677,0.93180633,0.843,0.96555407,0.825,0.92615816,0.839,0.92218014,0.815,0.92913433
"29",1,2,1,1,2,12112,"18-34","male",0.744,0.86022497,0.731,0.78945939,0.861,0.81840918,0.723,0.78928793,0.77,0.84854629,0.78,0.82015353,0.912,0.8862077,0.907,NA,0.711,0.90640252,0.662,0.82438144,0.755,0.8386195,0.755,0.82204447,0.698,0.9206932,0.851,0.87720105,0.718,0.71616044,0.848,0.86061672,0.755,0.83117227,0.871,0.93789375,0.609,0.88147932,0.874,0.89632921,0.494,0.77475517,0.645,0.84944645,0.832,0.91505424,0.798,0.82413212,0.688,0.79562546,0.744,0.83763347
"30",1,2,1,1,3,12113,"18-34","male",0.31,0.60574879,0.682,0.68062429,0.696,0.66903483,0.288,0.52269876,0.629,0.68167773,0.407,0.61522338,0.524,0.6588372,0.762,NA,0.411,0.66844095,0.303,0.54759701,0.538,0.64652045,0.456,0.46037164,0.41,0.74121998,0.671,0.65463754,0.611,0.4572601,0.73,0.62794212,0.634,0.64704589,0.69,0.80311529,0.451,0.69751347,0.722,0.77763889,0.176,0.50197149,0.428,0.66216055,0.704,0.75485336,0.515,0.57232101,0.27,0.4844973,0.31,0.64572342
"31",1,2,1,2,1,12121,"18-34","male",0.692,0.86537379,0.714,0.79358069,0.867,0.8009463,0.761,0.80071505,0.764,0.82600978,0.753,0.8123749,0.8,0.86173505,0.908,NA,0.741,0.89513846,0.681,0.82135532,0.773,0.82426572,0.761,0.86074141,0.676,0.90957644,0.849,0.87143804,0.741,0.66916861,0.845,0.85686985,0.782,0.80229172,0.84,0.91556541,0.536,0.86371781,0.856,0.87013984,0.527,0.75299914,0.605,0.83813477,0.779,0.89020227,0.781,0.81261447,0.692,0.80360462,0.692,0.83154614
"32",1,2,1,2,2,12122,"18-34","male",0.621,0.77668522,0.651,0.71332666,0.824,0.75483335,0.637,0.6964275,0.678,0.740138,0.691,0.71817366,0.8,0.7952649,0.872,NA,0.644,0.83737213,0.578,0.73252274,0.71,0.75978407,0.693,0.73365447,0.586,0.86350936,0.771,0.79750609,0.643,0.51870059,0.793,0.77176393,0.701,0.72283957,0.814,0.88519403,0.499,0.79627908,0.802,0.82326966,0.373,0.62524578,0.573,0.76194601,0.768,0.83526863,0.732,0.71207811,0.542,0.68163981,0.621,0.74605405
"33",1,2,1,2,3,12123,"18-34","male",0.187,0.53093151,0.602,0.61531836,0.659,0.61583647,0.202,0.43969159,0.537,0.5794253,0.318,0.52532929,0.412,0.57103238,0.727,NA,0.343,0.59865469,0.219,0.46019355,0.493,0.57202814,0.393,0.37901356,0.298,0.68682315,0.591,0.57890925,0.536,0.2824877,0.675,0.54816853,0.58,0.54903172,0.633,0.74920058,0.341,0.617526,0.65,0.71011126,0.055,0.36814745,0.356,0.58597092,0.64,0.67222967,0.471,0.47264064,0.123,0.38929085,0.187,0.56420335
"34",1,2,1,3,1,12131,"18-34","male",0.16,0.72014215,0.6,0.72083947,0.703,0.70953086,0.284,0.66018926,0.598,0.68713513,0.29,0.70990232,0.274,0.69591202,0.729,NA,0.359,0.75902533,0.341,0.67227883,0.52,0.69907429,0.427,0.70329079,0.349,0.78438243,0.591,0.72619829,0.667,0.4943056,0.609,0.7080428,0.593,0.69181794,0.408,0.7922755,0.38,0.73683659,0.557,0.7915056,0.197,0.5814131,0.329,0.74651883,0.613,0.73631504,0.428,0.65848254,0.319,0.58152489,0.16,0.71836348
"35",1,2,1,3,2,12132,"18-34","male",0.089,0.57034446,0.537,0.62041164,0.66,0.63532408,0.16,0.49910054,0.512,0.55824119,0.228,0.57880173,0.274,0.56871186,0.693,NA,0.262,0.64718808,0.238,0.52600569,0.457,0.58974911,0.359,0.51055171,0.259,0.68932294,0.513,0.59507862,0.569,0.29543598,0.557,0.56471619,0.512,0.57479884,0.382,0.71743011,0.343,0.62640097,0.503,0.71996611,0.043,0.39466661,0.297,0.63553308,0.602,0.6308904,0.401,0.50037667,0.169,0.3925148,0.089,0.59116474
"36",1,2,1,3,3,12133,"18-34","male",-0.076,0.22640086,0.488,0.48542888,0.545,0.47718262,-0.041,0.15750965,0.393,0.33049026,0.146,0.31920896,0.209,0.23350157,0.548,NA,0.154,0.32065799,0.135,0.16556855,0.24,0.34100323,0.059,0.05492207,0.145,0.41998876,0.333,0.27168051,0.438,-0.00548216,0.439,0.25349522,0.507,0.32927676,0.201,0.4760733,0.218,0.37268835,0.351,0.54539876,-0.085,0.04688595,0.219,0.39755871,0.474,0.37359143,0.255,0.17240224,0.041,0.0040488,-0.076,0.3452763
"37",1,2,2,1,1,12211,"18-34","male",0.779,0.85934026,0.75,0.77432226,0.853,0.80220874,0.815,0.80489662,0.782,0.82276314,0.771,0.8182479,0.912,0.87482419,0.903,NA,0.755,0.90672707,0.734,0.84554121,0.746,0.82999311,0.776,0.8693526,0.632,0.90154701,0.904,0.86277757,0.731,0.67843142,0.858,0.85169939,0.783,0.80416417,0.851,0.91702955,0.544,0.86103147,0.884,0.86946239,0.563,0.74339014,0.618,0.82305811,0.8,0.90839193,0.814,0.81009947,0.583,0.78772415,0.779,0.8272601
"38",1,2,2,1,2,12212,"18-34","male",0.708,0.76958342,0.687,0.69587145,0.81,0.75463446,0.691,0.69891872,0.696,0.73921496,0.709,0.72780274,0.912,0.81062136,0.867,NA,0.658,0.84789528,0.631,0.75644123,0.683,0.76693848,0.707,0.74276458,0.542,0.85682726,0.826,0.78832708,0.633,0.5370276,0.806,0.76798273,0.702,0.7289202,0.825,0.88821454,0.507,0.79662479,0.83,0.82535943,0.409,0.61878265,0.586,0.74976679,0.789,0.85411446,0.765,0.7127654,0.433,0.66414311,0.708,0.74468692
"39",1,2,2,1,3,12213,"18-34","male",0.274,0.52502065,0.638,0.59743577,0.645,0.61544082,0.256,0.44251153,0.555,0.57782385,0.336,0.53838804,0.524,0.59077457,0.722,NA,0.358,0.60488233,0.272,0.48681421,0.466,0.58045947,0.408,0.39350557,0.254,0.68176815,0.646,0.56677192,0.526,0.31088989,0.688,0.54804583,0.581,0.55676618,0.644,0.75217699,0.348,0.62095959,0.678,0.71195367,0.091,0.36339663,0.369,0.57541311,0.661,0.68984345,0.504,0.47838556,0.014,0.3671596,0.274,0.56560907
"40",1,2,2,2,1,12221,"18-34","male",0.656,0.79906971,0.67,0.72105451,0.816,0.75334999,0.729,0.73316204,0.69,0.7360539,0.682,0.75113732,0.8,0.80354565,0.868,NA,0.687,0.84802326,0.65,0.76868111,0.701,0.76887758,0.713,0.80480788,0.52,0.86029062,0.824,0.80097543,0.656,0.54164177,0.803,0.78725781,0.729,0.73069619,0.794,0.87530337,0.434,0.7972369,0.812,0.81852015,0.442,0.63721378,0.546,0.76889193,0.736,0.83323009,0.748,0.73315186,0.437,0.69088978,0.656,0.76420477
"41",1,2,2,2,2,12222,"18-34","male",0.585,0.70467037,0.607,0.64601187,0.773,0.70802658,0.605,0.62413687,0.604,0.64859716,0.62,0.66128916,0.8,0.73463864,0.832,NA,0.591,0.78340843,0.547,0.67498351,0.638,0.70167023,0.645,0.67166842,0.43,0.81220995,0.746,0.72169003,0.558,0.39992004,0.751,0.6991939,0.648,0.6562312,0.768,0.84404463,0.397,0.72989973,0.758,0.77518605,0.288,0.50941958,0.514,0.69628468,0.725,0.77222869,0.677,0.63287254,0.287,0.56687901,0.585,0.68080773
"42",1,2,2,2,3,12223,"18-34","male",0.151,0.45507258,0.558,0.54654426,0.608,0.57081658,0.17,0.36262383,0.463,0.48032779,0.247,0.47099509,0.412,0.50634601,0.687,NA,0.29,0.53181585,0.188,0.39789836,0.421,0.51035661,0.346,0.31552184,0.142,0.63164385,0.566,0.49312377,0.451,0.17114159,0.633,0.47489588,0.527,0.48167818,0.587,0.70038624,0.238,0.54872319,0.606,0.6588999,-0.03,0.24931904,0.297,0.52123613,0.597,0.59652516,0.438,0.39462777,-0.132,0.27060885,0.151,0.49971825
"43",1,2,2,3,1,12231,"18-34","male",0.124,0.55836634,0.556,0.61055036,0.652,0.60508027,0.252,0.50152087,0.524,0.52572789,0.219,0.59997736,0.274,0.5500574,0.689,NA,0.306,0.62425343,0.31,0.53688241,0.448,0.57372984,0.379,0.56230526,0.193,0.66097632,0.566,0.56189341,0.582,0.30750289,0.567,0.54931664,0.54,0.56475139,0.362,0.68163844,0.278,0.60949911,0.513,0.70109414,0.112,0.374302,0.27,0.62743441,0.57,0.59488168,0.417,0.49493626,0.063,0.34979598,0.124,0.58790948
"44",1,2,2,3,2,12232,"18-34","male",0.053,0.43258927,0.493,0.52860633,0.609,0.55133208,0.128,0.3639164,0.438,0.42377802,0.157,0.49106035,0.274,0.45212467,0.653,NA,0.209,0.53371991,0.207,0.41433392,0.385,0.48765181,0.311,0.39397212,0.103,0.5876089,0.488,0.45559692,0.484,0.14790023,0.515,0.43096288,0.459,0.47278774,0.336,0.62991126,0.241,0.52286507,0.459,0.64669405,-0.042,0.22055472,0.238,0.53664399,0.559,0.514881,0.368,0.36572405,-0.087,0.20405744,0.053,0.48408098
"45",1,2,2,3,3,12233,"18-34","male",-0.112,0.14101637,0.444,0.41555524,0.494,0.42721973,-0.073,0.06966069,0.319,0.23755173,0.075,0.26608822,0.209,0.17218843,0.508,NA,0.101,0.24994483,0.104,0.1012271,0.168,0.28069264,0.012,-0.00645333,-0.011,0.35830527,0.308,0.17977168,0.353,-0.0969407,0.397,0.16516489,0.454,0.26304844,0.155,0.43099611,0.116,0.30928185,0.307,0.49684617,-0.17,-0.0749324,0.16,0.33020091,0.431,0.30297585,0.244,0.08743485,-0.215,-0.11431558,-0.112,0.27558097
"46",1,2,3,1,1,12311,"18-34","male",0.452,0.74529962,0.661,0.69195343,0.646,0.70913498,0.556,0.68636934,0.641,0.67372842,0.356,0.73298938,0.589,0.77103295,0.663,NA,0.669,0.75473356,0.447,0.7383745,0.713,0.70787383,0.68,0.76563751,0.425,0.7911036,0.683,0.70129178,0.689,0.53862849,0.745,0.71197282,0.598,0.69928795,0.685,0.83564751,0.324,0.75198775,0.739,0.80048692,0.25,0.55900774,0.42,0.72378816,0.726,0.77584085,0.591,0.67823418,0.227,0.60932006,0.452,0.72946591
"47",1,2,3,1,2,12312,"18-34","male",0.381,0.6000974,0.598,0.5812655,0.603,0.62886648,0.432,0.52286594,0.555,0.53422931,0.294,0.5999119,0.589,0.65640564,0.627,NA,0.573,0.63395094,0.344,0.59370039,0.65,0.59430056,0.612,0.57924434,0.335,0.69682646,0.605,0.56131769,0.591,0.33389131,0.693,0.56402799,0.517,0.57743949,0.659,0.77296583,0.287,0.63966848,0.685,0.72759885,0.096,0.35728795,0.388,0.60450226,0.715,0.67195907,0.564,0.5183631,0.077,0.41139377,0.381,0.60063308
