"","MO","SC","UA","PD","AD","State","Age","Sex","UK_2026","UK_2026Copula","Japan","JapanCopula","SouthKorea","SouthKoreaCopula","Netherlands","NetherlandsCopula","China","ChinaCopula","Spain","SpainCopula","Germany","GermanyCopula","Pakistan","PakistanCopula","Australia","AustraliaCopula","Belgium","BelgiumCopula","Canada","CanadaCopula","Denmark","DenmarkCopula","France","FranceCopula","Hungary","HungaryCopula","Iran","IranCopula","Italy","ItalyCopula","Malaysia","MalaysiaCopula","Poland","PolandCopula","Portugal","PortugalCopula","Romania","RomaniaCopula","Taiwan","TaiwanCopula","Thailand","ThailandCopula","Trinidad_and_Tobago","Trinidad_and_TobagoCopula","USA","USACopula","Singapore","SingaporeCopula","England_2018","England_2018Copula"
"167",3,1,1,2,2,31122,"18-34","male",0.142,0.77435157,0.287,0.71108587,0.402,0.74780582,0.324,0.69624783,0.515,0.7334686,0.104,0.71024397,0.237,0.8016264,0.65,NA,0.357,0.82260162,0.257,0.72325936,0.459,0.76346823,0.345,0.7314173,0.252,0.85845305,0.174,0.78998849,0.526,0.51238107,0.375,0.76646646,0.491,0.72100534,0.537,0.88208023,0.203,0.79621671,0.448,0.83023615,0.078,0.61861792,0.123,0.76364802,0.42,0.82459628,0.382,0.71219115,0.109,0.6855658,0.142,0.74721843
"168",3,1,1,2,3,31123,"18-34","male",-0.023,0.43415806,0.238,0.5495598,0.287,0.55153281,0.123,0.35509678,0.396,0.46608604,0.022,0.42789245,0.172,0.48921209,0.505,NA,0.07,0.48515111,0.154,0.35972222,0.242,0.50656543,0.045,0.28301158,0.138,0.59297324,-0.006,0.45242186,0.395,0.13857368,0.257,0.43823294,0.486,0.45387756,0.356,0.66541783,0.078,0.5264055,0.296,0.65456667,-0.05,0.22263253,0.045,0.50217559,0.292,0.55842449,0.236,0.36586067,-0.019,0.28118473,-0.023,0.48491344
"169",3,1,1,3,1,31131,"18-34","male",-0.05,0.34766534,0.236,0.51508171,0.331,0.45686615,0.205,0.35853579,0.457,0.36999131,-0.006,0.38001555,0.034,0.33242983,0.507,NA,0.164,0.39726753,0.276,0.33892016,0.269,0.46135909,0.079,0.34557066,0.189,0.40923899,-0.006,0.28316513,0.526,0.03811154,0.191,0.3280157,0.499,0.37790993,0.131,0.39896587,-0.123,0.38851876,0.203,0.51550075,0.092,0.12798892,0.018,0.44204172,0.265,0.34723445,0.182,0.2756671,0.176,0.12944841,-0.05,0.43027429
"170",3,1,1,3,2,31132,"18-34","male",-0.121,0.18748388,0.173,0.41552355,0.288,0.38673253,0.081,0.1849884,0.371,0.23856408,-0.068,0.23801264,0.034,0.20089673,0.471,NA,0.067,0.27441292,0.173,0.17399263,0.206,0.35160392,0.011,0.13453895,0.099,0.30742214,-0.084,0.14400521,0.428,-0.15900574,0.139,0.17210019,0.418,0.25299217,0.105,0.32618401,0.081,0.27521525,0.149,0.44692328,-0.062,-0.06640559,-0.014,0.3242542,0.254,0.24191863,0.166,0.10850365,0.026,-0.0374366,-0.121,0.29417085
"171",3,1,1,3,3,31133,"18-34","male",-0.286,-0.10443633,0.124,0.28989058,0.173,0.25087234,-0.12,-0.08562156,0.252,0.05199963,-0.15,-0.00961036,-0.031,-0.09865913,0.326,NA,-0.035,0.04795023,0.07,-0.13156646,-0.011,0.16981055,-0.289,-0.26890105,-0.015,0.04831421,-0.264,-0.16078261,0.297,-0.46186198,0.021,-0.07830192,0.413,0.02736576,-0.076,0.05374077,-0.217,0.01891124,-0.003,0.22878683,-0.19,-0.37155757,-0.092,0.08896108,0.126,-0.01454279,0.039,-0.16921462,-0.102,-0.2982758,-0.286,0.0909871
"172",3,1,2,1,1,31211,"18-34","male",0.3,0.85161866,0.386,0.7660701,0.431,0.79209371,0.502,0.80075746,0.619,0.80022884,0.184,0.80104085,0.349,0.87610116,0.681,NA,0.468,0.88130428,0.413,0.83045653,0.495,0.82425974,0.427,0.85934901,0.298,0.88897286,0.307,0.84427089,0.614,0.6479841,0.44,0.83538941,0.573,0.79310167,0.574,0.91044114,0.248,0.8506092,0.53,0.87096269,0.268,0.71609267,0.168,0.81692157,0.452,0.88590395,0.442,0.79854909,0.15,0.77359404,0.3,0.82177777
"173",3,1,2,1,2,31212,"18-34","male",0.229,0.73292206,0.323,0.6593824,0.388,0.7178938,0.378,0.66409738,0.533,0.67939474,0.122,0.67939683,0.349,0.78788508,0.645,NA,0.372,0.79067155,0.31,0.7110536,0.432,0.73678368,0.359,0.70536657,0.208,0.81829439,0.229,0.7332511,0.516,0.45683548,0.388,0.71696252,0.492,0.68520584,0.548,0.86222022,0.211,0.75800128,0.476,0.80753668,0.114,0.54154941,0.136,0.7142202,0.441,0.80315655,0.415,0.66540939,0,0.61441923,0.229,0.71047935
"174",3,1,2,1,3,31213,"18-34","male",0.064,0.39356429,0.274,0.49103142,0.273,0.51970262,0.177,0.32097004,0.414,0.40184305,0.04,0.39554542,0.284,0.48162454,0.5,NA,0.084,0.43821733,0.207,0.34825354,0.215,0.47706441,0.059,0.26581301,0.094,0.5469473,0.049,0.37824194,0.385,0.09584814,0.27,0.38400495,0.487,0.41157793,0.367,0.64197663,0.086,0.48594342,0.324,0.6229164,-0.014,0.13376188,0.058,0.44626722,0.313,0.52764132,0.269,0.32026379,-0.128,0.21003231,0.064,0.44684204
"175",3,1,2,2,1,31221,"18-34","male",0.177,0.75224786,0.306,0.67535865,0.394,0.70965352,0.416,0.68951476,0.527,0.66542952,0.095,0.69299026,0.237,0.77183366,0.646,NA,0.401,0.78592142,0.329,0.71584126,0.45,0.73281321,0.365,0.75950467,0.186,0.81556149,0.227,0.73859193,0.539,0.44120527,0.385,0.72696735,0.519,0.67707325,0.517,0.8432367,0.138,0.75079249,0.458,0.79541188,0.147,0.54460823,0.096,0.72525642,0.388,0.77550699,0.398,0.67413498,0.004,0.61924255,0.177,0.72156937
"176",3,1,2,2,2,31222,"18-34","male",0.106,0.62945199,0.243,0.58292895,0.351,0.64668696,0.292,0.55350326,0.441,0.54804461,0.033,0.57818713,0.237,0.67829711,0.61,NA,0.304,0.69078938,0.226,0.59378652,0.387,0.64389389,0.297,0.59806227,0.096,0.74220698,0.149,0.62540316,0.441,0.26430548,0.333,0.60588256,0.438,0.57698634,0.491,0.79308799,0.101,0.65879226,0.404,0.73730816,-0.007,0.37642293,0.064,0.62904537,0.377,0.68783861,0.349,0.54194685,-0.146,0.4669091,0.106,0.61403424
"177",3,1,2,2,3,31223,"18-34","male",-0.059,0.30373049,0.194,0.43729993,0.236,0.47172821,0.091,0.224068,0.322,0.29927947,-0.049,0.31795974,0.172,0.37969076,0.465,NA,0.017,0.35398659,0.123,0.24262503,0.17,0.40107901,-0.003,0.16944691,-0.018,0.48479324,-0.031,0.29562303,0.31,-0.0467286,0.215,0.29153492,0.433,0.32787801,0.31,0.58209588,-0.024,0.40868886,0.252,0.57207058,-0.135,0.00915986,-0.014,0.38682644,0.249,0.42950162,0.225,0.2192632,-0.275,0.09513262,-0.059,0.36882537
"178",3,1,2,3,1,31231,"18-34","male",-0.086,0.2694802,0.192,0.44072211,0.28,0.41055704,0.173,0.25759822,0.383,0.26050578,-0.077,0.3296447,0.034,0.2866336,0.467,NA,0.111,0.31856701,0.245,0.26646151,0.197,0.38418872,0.031,0.28928083,0.033,0.37061423,-0.031,0.213556,0.441,-0.02871541,0.149,0.22586582,0.446,0.30571472,0.085,0.40880403,0.015,0.3534814,0.159,0.512951,0.007,-0.0068706,-0.041,0.39032212,0.222,0.3050603,0.182,0.18624162,-0.079,-0.00811937,-0.086,0.35209323
"179",3,1,2,3,2,31232,"18-34","male",-0.157,0.14803015,0.129,0.36473805,0.237,0.36804321,0.049,0.12110403,0.297,0.16623043,-0.139,0.2222566,0.034,0.19556954,0.431,NA,0.014,0.23179437,0.142,0.14195367,0.134,0.30592956,-0.037,0.11884556,-0.057,0.30332986,-0.109,0.11540536,0.343,-0.17687443,0.097,0.10992683,0.365,0.2171011,0.059,0.36933606,-0.021,0.27416594,0.105,0.46748267,-0.147,-0.15274162,-0.073,0.30326312,0.211,0.23668029,0.155,0.0610256,-0.229,-0.12124466,-0.157,0.24979987
"180",3,1,2,3,3,31233,"18-34","male",-0.322,-0.10208464,0.08,0.26637234,0.122,0.263996,-0.152,-0.12148822,0.178,0.01409647,-0.221,0.01455184,-0.031,-0.05496649,0.286,NA,-0.088,0.0193372,0.039,-0.13132201,-0.083,0.15180857,-0.337,-0.24253883,-0.171,0.09363456,-0.289,-0.13197099,0.212,-0.4099783,-0.021,-0.10544129,0.36,0.02832726,-0.122,0.16308893,-0.079,0.06963603,-0.047,0.30355613,-0.275,-0.40572811,-0.151,0.10911032,0.083,0.03723701,0.039,-0.17400088,-0.358,-0.34455647,-0.322,0.07489743
"181",3,1,3,1,1,31311,"18-34","male",0.242,0.40295907,0.297,0.4629181,0.274,0.41314371,0.477,0.40061504,0.5,0.31538908,0.06,0.40847415,0.349,0.45530732,0.441,NA,0.358,0.37419198,0.382,0.41589515,0.462,0.46152926,0.331,0.44962312,0.265,0.42325156,0.086,0.23918267,0.548,0.00529749,0.327,0.3137876,0.504,0.36373607,0.408,0.49503847,-0.179,0.37364839,0.385,0.52229168,0.145,0.0531892,0.109,0.3698758,0.378,0.38052312,0.345,0.28470693,0.085,0.16474649,0.242,0.43459615
"182",3,1,3,1,2,31312,"18-34","male",0.171,0.29069634,0.234,0.38710442,0.231,0.37525411,0.353,0.26738409,0.414,0.22320078,-0.002,0.30356084,0.349,0.37445489,0.405,NA,0.261,0.29383547,0.279,0.2940332,0.399,0.38423809,0.263,0.2846586,0.175,0.36519167,0.008,0.14983825,0.45,-0.131587,0.275,0.2048132,0.423,0.27732578,0.382,0.4686766,0.024,0.30394452,0.331,0.4846591,-0.009,-0.08760246,0.077,0.28915181,0.367,0.32253156,0.329,0.16686115,-0.066,0.04577303,0.171,0.33539504
"183",3,1,3,1,3,31313,"18-34","male",0.006,0.02975041,0.185,0.28305961,0.116,0.25341271,0.152,0.02187534,0.295,0.06262229,-0.084,0.09158654,0.284,0.10700942,0.26,NA,0.016,0.09621487,0.176,0.01533188,0.182,0.22380095,-0.036,-0.08432644,0.061,0.14076785,-0.172,-0.11543192,0.319,-0.40410783,0.157,-0.01596345,0.418,0.0775916,0.201,0.2387508,-0.274,0.07331729,0.179,0.29748026,-0.137,-0.35367155,-0.001,0.07208313,0.239,0.10029013,0.202,-0.08004003,-0.194,-0.20132581,0.006,0.1566227
"184",3,1,3,2,1,31321,"18-34","male",0.119,0.38205908,0.217,0.45241561,0.237,0.424803,0.391,0.35317839,0.408,0.28261297,-0.029,0.39220656,0.237,0.4317212,0.406,NA,0.29,0.36360507,0.298,0.37177398,0.417,0.43128378,0.269,0.41939806,0.153,0.44479047,0.006,0.26032974,0.473,0.01018552,0.272,0.29085739,0.45,0.34734174,0.351,0.52966068,-0.049,0.4004807,0.313,0.55919203,0.024,0.02999206,0.037,0.39895137,0.314,0.38165391,0.312,0.26312998,-0.062,0.10968903,0.119,0.41014923
"185",3,1,3,2,2,31322,"18-34","male",0.048,0.26990752,0.154,0.38033393,0.194,0.38923454,0.267,0.22326289,0.322,0.19435157,-0.091,0.29043425,0.237,0.34945485,0.37,NA,0.193,0.28517908,0.195,0.25326384,0.354,0.35722706,0.201,0.25566233,0.063,0.38663757,-0.072,0.17269733,0.375,-0.12846071,0.22,0.18382354,0.369,0.26496577,0.325,0.50015839,-0.086,0.32956782,0.259,0.52022954,-0.13,-0.10670939,0.005,0.31960747,0.303,0.3223148,0.285,0.14669441,-0.212,-0.0012143,0.048,0.31394637
"186",3,1,3,2,3,31323,"18-34","male",-0.117,0.03162356,0.105,0.28908568,0.079,0.28715824,0.066,-0.00647806,0.203,0.05315291,-0.173,0.09737201,0.172,0.1110405,0.225,NA,-0.051,0.08439813,0.092,-0.00605635,0.137,0.21096073,-0.099,-0.09096345,-0.051,0.1876779,-0.252,-0.06322912,0.244,-0.3581868,0.102,-0.01756754,0.364,0.08640585,0.144,0.3043035,-0.143,0.12950499,0.107,0.36149775,-0.258,-0.34462588,-0.073,0.12743751,0.175,0.13239569,0.169,-0.07630385,-0.34,-0.2203381,-0.117,0.15040051
"187",3,1,3,3,1,31331,"18-34","male",-0.144,0.0462276,0.103,0.31581256,0.123,0.23394017,0.148,0.10238979,0.264,0.08948081,-0.201,0.13539474,0.034,0.02428788,0.227,NA,0.025,0.12809328,0.214,0.07659972,0.164,0.24747947,-0.065,0.06733819,0,0.07814505,-0.252,-0.09820364,0.375,-0.36629872,0.036,-0.00249188,0.377,0.11117161,-0.081,0.073282,-0.344,0.05449276,0.014,0.24171266,-0.116,-0.29183179,-0.1,0.14392652,0.148,0.02360177,0.115,-0.05079014,-0.145,-0.24346672,-0.144,0.18533167
"188",3,1,3,3,2,31332,"18-34","male",-0.215,-0.06041399,0.04,0.25236958,0.08,0.20684598,0.024,-0.02623603,0.178,0.01127941,-0.263,0.04141482,0.034,-0.05055818,0.191,NA,-0.071,0.05449332,0.111,-0.0409305,0.101,0.18017311,-0.133,-0.09363893,-0.09,0.02966381,-0.33,-0.17437316,0.277,-0.48199859,-0.016,-0.1033588,0.296,0.03512298,-0.107,0.05830302,-0.141,-0.00317648,-0.04,0.21675587,-0.27,-0.41355416,-0.132,0.07314763,0.137,-0.02225218,0.099,-0.15961831,-0.295,-0.33171944,-0.215,0.09328175
"189",3,1,3,3,3,31333,"18-34","male",-0.38,-0.27491057,-0.009,0.1647823,-0.035,0.11345469,-0.177,-0.22890044,0.059,-0.11633115,-0.345,-0.14253053,-0.031,-0.27786752,0.046,NA,-0.131,-0.08120383,0.008,-0.27725521,-0.116,0.05776518,-0.433,-0.42037738,-0.204,-0.15723266,-0.51,-0.3924538,0.146,-0.70666982,-0.134,-0.27356862,0.291,-0.13114196,-0.288,-0.1453326,-0.372,-0.19749332,-0.192,0.04696598,-0.398,-0.63296583,-0.21,-0.10575461,0.009,-0.20786958,0.002,-0.35722896,-0.423,-0.50014442,-0.38,-0.04930551
"190",3,2,1,1,1,32111,"18-34","male",0.232,0.7989735,0.376,0.73174866,0.436,0.74601255,0.452,0.75037716,0.588,0.72047185,0.121,0.74234941,0.262,0.81746716,0.664,NA,0.434,0.79727153,0.361,0.77769236,0.496,0.75799503,0.412,0.80493914,0.242,0.82883147,0.281,0.75453221,0.596,0.55449564,0.425,0.76623357,0.529,0.72359766,0.566,0.86080515,0.192,0.78932146,0.534,0.83296108,0.186,0.6216465,0.106,0.75787627,0.431,0.81506373,0.407,0.72292463,0.244,0.6810367,0.232,0.76583112
"191",3,2,1,1,2,32112,"18-34","male",0.161,0.64672753,0.313,0.60456749,0.393,0.65036317,0.328,0.58082406,0.502,0.55983065,0.059,0.58807048,0.262,0.69649026,0.628,NA,0.338,0.66479717,0.258,0.6241653,0.433,0.63849195,0.344,0.61462779,0.152,0.7255502,0.203,0.5978249,0.498,0.31626909,0.373,0.60757416,0.448,0.57993091,0.54,0.78828999,0.156,0.66429559,0.48,0.75117914,0.032,0.397056,0.074,0.62233558,0.42,0.69865182,0.38,0.54853155,0.094,0.47506589,0.161,0.62287977
"192",3,2,1,1,3,32113,"18-34","male",-0.004,0.28563625,0.264,0.42468024,0.278,0.45260845,0.127,0.22346278,0.383,0.25597461,-0.023,0.27583911,0.197,0.35660134,0.483,NA,0.05,0.28206106,0.155,0.24248369,0.216,0.36370343,0.044,0.15034517,0.038,0.42190002,0.023,0.19898724,0.367,-0.08427926,0.255,0.24979935,0.443,0.27241934,0.359,0.5302171,0.031,0.36011212,0.328,0.54054625,-0.096,-0.03898712,-0.004,0.32166779,0.292,0.39029588,0.234,0.17373628,-0.034,0.04385135,-0.004,0.33950307
"193",3,2,1,2,1,32121,"18-34","male",0.109,0.67026952,0.296,0.62737924,0.399,0.64581235,0.366,0.61134024,0.496,0.55399631,0.032,0.61050904,0.15,0.68054241,0.629,NA,0.367,0.66879917,0.277,0.63362114,0.451,0.63695294,0.35,0.67352226,0.13,0.72702396,0.201,0.61315673,0.521,0.31593645,0.37,0.62393943,0.475,0.57963333,0.509,0.77020861,0.083,0.66415012,0.462,0.74621315,0.065,0.41299047,0.034,0.64323436,0.367,0.67487374,0.363,0.56376572,0.098,0.47827771,0.109,0.63889618
"194",3,2,1,2,2,32122,"18-34","male",0.038,0.52869591,0.233,0.52873895,0.356,0.57632321,0.242,0.45780764,0.41,0.4208843,-0.03,0.47984376,0.15,0.56833969,0.593,NA,0.27,0.55223835,0.174,0.4924517,0.388,0.53299617,0.282,0.48970833,0.04,0.63584845,0.123,0.47761848,0.423,0.12131769,0.318,0.48135157,0.394,0.46302192,0.483,0.70735651,0.046,0.55674294,0.408,0.68114503,-0.089,0.22393609,0.002,0.53095974,0.356,0.57233553,0.314,0.41057635,-0.052,0.30575238,0.038,0.51542429
"195",3,2,1,2,3,32123,"18-34","male",-0.127,0.21056729,0.184,0.39009704,0.241,0.42037276,0.041,0.13959675,0.291,0.18070805,-0.112,0.21830937,0.085,0.26788204,0.448,NA,-0.017,0.21818821,0.071,0.15075349,0.171,0.30182076,-0.018,0.06654319,-0.074,0.37770747,-0.057,0.14772684,0.292,-0.18361929,0.2,0.17551461,0.389,0.21073361,0.302,0.48924924,-0.079,0.30800489,0.256,0.51385342,-0.217,-0.12852516,-0.076,0.28526824,0.228,0.31841357,0.19,0.09355568,-0.181,-0.05241978,-0.127,0.27604007
"196",3,2,1,3,1,32131,"18-34","male",-0.154,0.21071583,0.182,0.41638429,0.285,0.3812871,0.123,0.21193305,0.352,0.1894306,-0.14,0.25583171,-0.053,0.19790123,0.45,NA,0.077,0.22584335,0.193,0.21504985,0.198,0.31691857,0.016,0.21949231,-0.023,0.29138147,-0.057,0.10799954,0.423,-0.1389934,0.134,0.15604562,0.402,0.22065482,0.077,0.32689803,-0.04,0.27650432,0.163,0.46209874,-0.075,-0.08609255,-0.103,0.31432015,0.201,0.23216146,0.147,0.09906043,0.015,-0.11194814,-0.154,0.29160978
"197",3,2,1,3,2,32132,"18-34","male",-0.225,0.09848082,0.119,0.34641833,0.242,0.34605597,-0.001,0.08236869,0.266,0.1033066,-0.202,0.15593381,-0.053,0.1158438,0.414,NA,-0.02,0.14781789,0.09,0.09737868,0.135,0.24552946,-0.052,0.0565433,-0.113,0.23392988,-0.135,0.02202177,0.325,-0.27577517,0.082,0.04985331,0.321,0.13949927,0.051,0.29863177,-0.077,0.2064157,0.109,0.42516946,-0.229,-0.22015887,-0.135,0.23450449,0.19,0.17446691,0.12,-0.01647342,-0.135,-0.2119926,-0.225,0.19625049
"198",3,2,1,3,3,32133,"18-34","male",-0.39,-0.13651688,0.07,0.25297274,0.127,0.25120584,-0.202,-0.14410012,0.147,-0.03620631,-0.284,-0.04120597,-0.118,-0.12275135,0.269,NA,-0.083,-0.04301358,-0.013,-0.15977208,-0.082,0.1048758,-0.352,-0.29031109,-0.227,0.03571278,-0.315,-0.2136187,0.194,-0.50360249,-0.036,-0.14764283,0.316,-0.03844863,-0.13,0.09709884,-0.135,0.00862668,-0.043,0.26074025,-0.357,-0.4558046,-0.213,0.04937917,0.062,-0.01535359,0.004,-0.23692075,-0.263,-0.41407056,-0.39,0.0346192
"199",3,2,2,1,1,32211,"18-34","male",0.196,0.64427299,0.332,0.57850407,0.385,0.6197883,0.42,0.59004479,0.514,0.50662554,0.05,0.59617603,0.262,0.69288464,0.624,NA,0.381,0.63452391,0.33,0.64249571,0.424,0.61741263,0.364,0.67859475,0.086,0.69687456,0.256,0.55415714,0.511,0.30560939,0.383,0.58714858,0.476,0.55475971,0.52,0.763071,0.09,0.64270634,0.49,0.72774231,0.101,0.34828825,0.047,0.60174045,0.388,0.66344754,0.396,0.53790597,-0.012,0.43728053,0.196,0.61426816
"200",3,2,2,1,2,32212,"18-34","male",0.125,0.50991969,0.269,0.48379741,0.342,0.55554459,0.296,0.44219526,0.428,0.3819783,-0.012,0.47189103,0.262,0.59010005,0.588,NA,0.285,0.5240248,0.227,0.5084728,0.361,0.51989515,0.296,0.50224778,-0.004,0.61194989,0.178,0.42591373,0.413,0.12327224,0.331,0.45152386,0.395,0.44529772,0.494,0.70756835,0.053,0.54254119,0.436,0.66587132,-0.053,0.16765766,0.015,0.4947908,0.377,0.56939737,0.347,0.39298291,-0.162,0.27252601,0.125,0.49723073
"201",3,2,2,1,3,32213,"18-34","male",-0.04,0.21668912,0.22,0.35172101,0.227,0.41233634,0.095,0.14428362,0.309,0.15882956,-0.094,0.22455335,0.197,0.31429739,0.443,NA,-0.003,0.21076795,0.124,0.18809754,0.144,0.30465254,-0.003,0.10378229,-0.118,0.37030161,-0.002,0.11682505,0.282,-0.15923505,0.213,0.16462246,0.39,0.20741507,0.313,0.5079336,-0.072,0.31012961,0.284,0.50470039,-0.181,-0.16674234,-0.063,0.26194264,0.249,0.33502991,0.223,0.09685155,-0.29,-0.06319856,-0.04,0.27372049
"202",3,2,2,2,1,32221,"18-34","male",0.073,0.55755445,0.252,0.52775605,0.348,0.56847636,0.334,0.4972335,0.422,0.4066731,-0.039,0.52430599,0.15,0.5910947,0.589,NA,0.314,0.55708464,0.246,0.53907195,0.379,0.54160209,0.302,0.58458761,-0.026,0.63585618,0.176,0.47382394,0.436,0.16279842,0.328,0.49997449,0.422,0.47634576,0.463,0.70085638,-0.02,0.56388957,0.418,0.67616019,-0.02,0.22948215,-0.025,0.54512396,0.324,0.56244031,0.33,0.44122301,-0.158,0.30304066,0.073,0.53974736
"203",3,2,2,2,2,32222,"18-34","male",0.002,0.42815739,0.189,0.44068307,0.305,0.51096756,0.21,0.35514008,0.336,0.29399691,-0.101,0.40735879,0.15,0.49165591,0.553,NA,0.217,0.45625938,0.143,0.41013956,0.316,0.45160539,0.234,0.41153775,-0.116,0.55666872,0.098,0.35662442,0.338,-0.0079167,0.276,0.37204472,0.341,0.37572855,0.437,0.64895809,-0.057,0.47047752,0.364,0.61930882,-0.174,0.06276665,-0.057,0.44586506,0.313,0.47628461,0.259,0.30390062,-0.308,0.15715529,0.002,0.42940604
"204",3,2,2,2,3,32223,"18-34","male",-0.163,0.13634364,0.14,0.31893194,0.19,0.37560741,0.009,0.06014351,0.217,0.08870203,-0.183,0.16782482,0.085,0.21669372,0.408,NA,-0.071,0.15201249,0.04,0.09353066,0.099,0.24643341,-0.066,0.01429555,-0.23,0.31934171,-0.082,0.06054347,0.207,-0.26901291,0.158,0.09040202,0.336,0.14766309,0.256,0.45219394,-0.181,0.24824458,0.212,0.46650652,-0.302,-0.25241563,-0.135,0.22191141,0.185,0.25402512,0.157,0.0141626,-0.436,-0.15900136,-0.163,0.21109993
"205",3,2,2,3,1,32231,"18-34","male",-0.19,0.15702102,0.138,0.35922235,0.234,0.35244404,0.091,0.14168198,0.278,0.11487511,-0.211,0.22523284,-0.053,0.17477967,0.41,NA,0.024,0.17227633,0.162,0.17304409,0.126,0.26975709,-0.032,0.18885705,-0.179,0.26026124,-0.082,0.05345277,0.338,-0.17620408,0.092,0.08221377,0.349,0.17422479,0.031,0.33483097,-0.142,0.2517813,0.119,0.45182913,-0.16,-0.18568656,-0.162,0.27268493,0.158,0.20306037,0.136,0.03807671,-0.241,-0.19790991,-0.19,0.23851903
"206",3,2,2,3,2,32232,"18-34","male",-0.261,0.03903398,0.075,0.28511212,0.191,0.31236509,-0.033,0.00950844,0.192,0.02461889,-0.273,0.11959538,-0.053,0.08578935,0.374,NA,-0.073,0.08963851,0.059,0.05221872,0.063,0.19736713,-0.1,0.02096064,-0.269,0.19407085,-0.16,-0.04225411,0.24,-0.32495963,0.04,-0.02985992,0.268,0.08818817,0.005,0.29498974,-0.179,0.17239768,0.065,0.40483492,-0.314,-0.32761344,-0.194,0.18600173,0.147,0.1364778,0.087,-0.08408475,-0.391,-0.30442133,-0.261,0.13932381
"207",3,2,2,3,3,32233,"18-34","male",-0.426,-0.18127949,0.026,0.20188323,0.076,0.23195477,-0.234,-0.21309735,0.073,-0.10682381,-0.355,-0.06210562,-0.118,-0.13034405,0.229,NA,-0.136,-0.1021497,-0.044,-0.1957804,-0.154,0.06648651,-0.4,-0.30991334,-0.383,0.02115323,-0.34,-0.25035167,0.109,-0.51762348,-0.078,-0.2185847,0.263,-0.07653417,-0.176,0.13476974,-0.237,0.00412636,-0.087,0.27608041,-0.442,-0.54654329,-0.272,0.02062845,0.019,-0.02478036,-0.007,-0.29021802,-0.519,-0.50098816,-0.426,-0.01484074
"208",3,2,3,1,1,32311,"18-34","male",0.138,0.37030857,0.243,0.40488491,0.228,0.40650276,0.395,0.34291877,0.395,0.21158548,-0.074,0.35311092,0.262,0.42720376,0.384,NA,0.271,0.29424435,0.299,0.38769777,0.391,0.38385465,0.269,0.42378481,0.053,0.39497455,0.035,0.16550202,0.445,-0.05216563,0.27,0.24248444,0.407,0.28355005,0.354,0.51098038,-0.096,0.35287711,0.345,0.52399293,-0.022,-0.05508274,-0.012,0.32336567,0.314,0.36005573,0.31,0.21174758,-0.077,0.05550504,0.138,0.37318339
"209",3,2,3,1,2,32312,"18-34","male",0.067,0.2649116,0.18,0.33689694,0.185,0.37648749,0.271,0.21877695,0.309,0.13015746,-0.136,0.25654169,0.262,0.35204639,0.348,NA,0.174,0.22236682,0.196,0.27563785,0.328,0.31635096,0.2,0.26637221,-0.037,0.34333319,-0.043,0.08637749,0.347,-0.18063944,0.218,0.14308533,0.326,0.20725791,0.328,0.48810177,-0.133,0.28931257,0.291,0.49024761,-0.176,-0.1828197,-0.044,0.24974684,0.303,0.30843722,0.283,0.10303024,-0.227,-0.05374597,0.067,0.28256915
"210",3,2,3,1,3,32313,"18-34","male",-0.098,0.02810372,0.131,0.24739917,0.07,0.2765174,0.07,-0.00893098,0.19,-0.00848548,-0.218,0.06582222,0.197,0.11147883,0.203,NA,-0.071,0.03024353,0.093,0.01619871,0.111,0.17540998,-0.099,-0.08050892,-0.151,0.14657731,-0.223,-0.14732876,0.216,-0.41500901,0.1,-0.05553352,0.321,0.029893,0.147,0.29080859,-0.191,0.08745606,0.139,0.32960076,-0.304,-0.41651242,-0.122,0.05969275,0.175,0.11859514,0.167,-0.11898699,-0.355,-0.27986454,-0.098,0.12085373
"211",3,2,3,2,1,32321,"18-34","male",0.015,0.3020171,0.163,0.38228125,0.191,0.38874869,0.309,0.26195977,0.303,0.15515721,-0.163,0.3068839,0.15,0.34993717,0.349,NA,0.203,0.24431255,0.215,0.30406519,0.346,0.33154959,0.206,0.34744582,-0.059,0.36526521,-0.045,0.13430742,0.37,-0.10841136,0.215,0.17672886,0.353,0.23632627,0.297,0.48806312,-0.206,0.32715072,0.273,0.51923672,-0.143,-0.11944287,-0.084,0.30723594,0.25,0.30908402,0.266,0.1441154,-0.223,-0.04689477,0.015,0.31847324
"212",3,2,3,2,2,32322,"18-34","male",-0.056,0.18758372,0.1,0.31004052,0.148,0.3514472,0.185,0.13224584,0.217,0.06768108,-0.225,0.20396531,0.15,0.26454015,0.313,NA,0.106,0.16498082,0.112,0.18553196,0.283,0.26023684,0.138,0.18210292,-0.149,0.30311768,-0.123,0.04336047,0.272,-0.25293058,0.163,0.06857836,0.272,0.1532724,0.271,0.45254746,-0.243,0.25144626,0.219,0.47529221,-0.297,-0.25720432,-0.116,0.22396681,0.239,0.24635969,0.217,0.02574535,-0.373,-0.15798797,-0.056,0.22185155
