"","MO","SC","UA","PD","AD","State","Age","Sex","UK_2026","UK_2026Copula","Japan","JapanCopula","SouthKorea","SouthKoreaCopula","Netherlands","NetherlandsCopula","China","ChinaCopula","Spain","SpainCopula","Germany","GermanyCopula","Pakistan","PakistanCopula","Australia","AustraliaCopula","Belgium","BelgiumCopula","Canada","CanadaCopula","Denmark","DenmarkCopula","France","FranceCopula","Hungary","HungaryCopula","Iran","IranCopula","Italy","ItalyCopula","Malaysia","MalaysiaCopula","Poland","PolandCopula","Portugal","PortugalCopula","Romania","RomaniaCopula","Taiwan","TaiwanCopula","Thailand","ThailandCopula","Trinidad_and_Tobago","Trinidad_and_TobagoCopula","USA","USACopula","Singapore","SingaporeCopula","England_2018","England_2018Copula"
"1",1,1,1,1,1,11111,"18-34","male",1,0.98665155,1,0.9833398,1,0.99203003,1,0.98666343,1,0.98977632,1,0.99087508,1,0.99564213,NA,0.99645779,1,0.98523519,1,0.98125839,0.949,0.98666818,1,0.98612162,1,0.98986979,1,0.99274829,1,0.98657293,1,0.9923519,1,0.98882609,1,0.99255078,1,0.97828417,1,0.99282847,1,0.97482812,1,0.97962119,1,0.99003118,1,0.98738175,1,0.98596079,1,0.98665155
"2",1,1,1,1,2,11112,"18-34","male",0.959,0.89307115,0.86,0.85380774,0.871,0.93452631,0.883,0.86817989,0.951,0.91181545,0.919,0.93556283,0.97,0.99197599,NA,0.97305,0.968,0.86272443,0.901,0.82745881,0.911,0.88132556,0.928,0.87612255,0.98,0.92989361,0.96,0.93228982,0.916,0.87690361,0.956,0.93399688,0.928,0.89823117,0.982,0.94600889,0.964,0.83634716,0.962,0.93958804,0.936,0.76914377,0.942,0.83817243,0.98,0.92661904,0.943,0.89397819,0.914,0.88840514,0.922,0.89307115
"3",1,1,1,1,3,11113,"18-34","male",0.874,0.81985608,0.827,0.77790049,0.858,0.89375086,0.808,0.78040021,0.882,0.85962327,0.872,0.88606083,0.918,0.97209232,NA,0.95240543,0.934,0.77892847,0.849,0.72369193,0.874,0.81136377,0.809,0.79993683,0.953,0.88015996,0.907,0.88892944,0.781,0.80839337,0.891,0.89490643,0.905,0.84026931,0.971,0.91107918,0.915,0.73892044,0.941,0.90178649,0.817,0.63674516,0.904,0.74839374,0.926,0.88493836,0.867,0.82840136,0.821,0.81043368,0.896,0.81985608
"4",1,1,1,1,4,11114,"18-34","male",0.687,0.59427694,0.765,0.74870503,0.724,0.80670358,0.597,0.55413557,0.785,0.78369235,0.729,0.6920629,0.756,0.77235219,NA,0.87655059,0.762,0.62122711,0.617,0.5355127,0.708,0.69658571,0.57,0.6428467,0.8,0.72800808,0.739,0.79441128,0.661,0.74916362,0.682,0.8321488,0.77,0.77495738,0.892,0.81619874,0.788,0.54447594,0.89,0.82166336,0.66,0.46711166,0.767,0.63253252,0.839,0.81688648,0.671,0.67622873,0.568,0.58972268,0.715,0.59427694
"5",1,1,1,1,5,11115,"18-34","male",0.609,0.42749678,0.742,0.73135699,0.689,0.74412989,0.532,0.38622922,0.742,0.73132177,0.652,0.54974019,0.644,0.62333557,NA,0.82132396,0.609,0.50614736,0.524,0.39754096,0.671,0.6136241,0.382,0.5275297,0.742,0.62043219,0.66,0.72548529,0.591,0.70992785,0.678,0.78747815,0.7,0.72987404,0.768,0.74710324,0.716,0.39806217,0.782,0.76380532,0.579,0.34660933,0.705,0.55058866,0.736,0.76848115,0.629,0.56281845,0.503,0.4324102,0.711,0.42749678
"6",1,1,1,2,1,11121,"18-34","male",0.944,0.87628425,0.898,0.8622387,0.862,0.9404506,0.887,0.89819416,0.942,0.91380858,0.922,0.92143723,0.943,0.93390945,NA,0.97234635,0.956,0.8888993,0.895,0.85465438,0.904,0.90022464,0.952,0.8905772,0.978,0.91430642,0.957,0.93691617,0.88,0.89776104,0.953,0.93716254,0.919,0.91838966,0.97,0.93271776,0.959,0.81491832,0.947,0.93478202,0.913,0.80674754,0.944,0.83419388,0.956,0.90804726,0.935,0.89728401,0.956,0.88719587,0.937,0.87628425
"7",1,1,1,2,2,11122,"18-34","male",0.903,0.80508748,0.82,0.77715494,0.829,0.89811823,0.817,0.80158671,0.893,0.84701904,0.841,0.87266925,0.913,0.92736073,NA,0.94904475,0.924,0.79833978,0.834,0.74636869,0.867,0.82842925,0.88,0.8144639,0.958,0.85381312,0.917,0.88207734,0.796,0.81259956,0.909,0.89144892,0.847,0.84844239,0.952,0.89997938,0.923,0.73025265,0.909,0.8903889,0.85,0.65667831,0.885,0.75186375,0.936,0.87075407,0.878,0.84077888,0.876,0.78975391,0.859,0.80508748
"8",1,1,1,2,3,11123,"18-34","male",0.818,0.74767273,0.787,0.72991267,0.816,0.86783566,0.742,0.72976128,0.824,0.80310163,0.794,0.82897432,0.861,0.90664416,NA,0.92923736,0.89,0.73632587,0.782,0.67308384,0.829,0.78077398,0.761,0.76096974,0.931,0.80567222,0.864,0.84335066,0.661,0.76079719,0.844,0.86110409,0.824,0.80463911,0.941,0.87446391,0.874,0.67524619,0.888,0.85902685,0.73,0.56157278,0.848,0.70024044,0.882,0.84594419,0.802,0.79947714,0.789,0.71482347,0.833,0.74767273
"9",1,1,1,2,4,11124,"18-34","male",0.631,0.52035017,0.725,0.70014879,0.682,0.78022426,0.531,0.50180513,0.727,0.72558558,0.651,0.63376905,0.699,0.7054818,NA,0.85245975,0.718,0.57742762,0.55,0.48406722,0.664,0.66523751,0.522,0.60261458,0.778,0.65168777,0.696,0.74711668,0.541,0.70032863,0.635,0.79739701,0.689,0.73878149,0.862,0.77860973,0.747,0.54224953,0.837,0.7775663,0.573,0.39053716,0.711,0.58437487,0.795,0.77721906,0.606,0.65074232,0.543,0.49174899,0.652,0.52035017
"10",1,1,1,2,5,11125,"18-34","male",0.553,0.34478755,0.701,0.68055287,0.647,0.71318377,0.466,0.32542256,0.684,0.66855266,0.574,0.48301592,0.587,0.54892711,NA,0.79339275,0.565,0.45548687,0.457,0.33881768,0.626,0.57676258,0.334,0.48049073,0.72,0.53530491,0.617,0.67402178,0.471,0.65687997,0.631,0.74947562,0.619,0.69005272,0.738,0.70495549,0.675,0.44049509,0.729,0.71586365,0.492,0.26194645,0.648,0.49662029,0.692,0.72528468,0.564,0.53520529,0.485,0.32260914,0.648,0.34478755
"11",1,1,1,3,1,11131,"18-34","male",0.934,0.81235952,0.87,0.80206587,0.851,0.91299085,0.861,0.84803744,0.862,0.87168041,0.899,0.87842381,0.891,0.89141678,NA,0.95692935,0.919,0.83727281,0.838,0.78936717,0.86,0.85592985,0.906,0.84012994,0.953,0.86802427,0.927,0.90411852,0.761,0.85256032,0.912,0.90620464,0.893,0.88130413,0.95,0.89660683,0.899,0.73074583,0.923,0.90056794,0.842,0.72055261,0.933,0.76107465,0.872,0.86499449,0.892,0.84975535,0.855,0.82846813,0.916,0.81235952
"12",1,1,1,3,2,11132,"18-34","male",0.893,0.73942723,0.792,0.72762562,0.818,0.87175851,0.791,0.75157384,0.813,0.80073491,0.818,0.82265829,0.861,0.87482489,NA,0.9295739,0.887,0.75158625,0.777,0.69067687,0.822,0.79150382,0.834,0.77066021,0.932,0.79480636,0.887,0.84511255,0.677,0.76933553,0.868,0.86014432,0.821,0.81307643,0.932,0.8631873,0.863,0.65932902,0.885,0.85339856,0.779,0.57998618,0.875,0.69382264,0.852,0.83250017,0.835,0.8019021,0.783,0.71525021,0.838,0.73942723
"13",1,1,1,3,3,11133,"18-34","male",0.808,0.68255286,0.759,0.69125002,0.805,0.84228719,0.716,0.68139208,0.744,0.75514765,0.771,0.77376099,0.809,0.84714761,NA,0.90650249,0.853,0.69446625,0.725,0.6267604,0.785,0.75003648,0.715,0.72312003,0.906,0.73688628,0.834,0.80500497,0.542,0.72054861,0.803,0.83059913,0.798,0.77163074,0.921,0.83758076,0.814,0.61929719,0.864,0.82125316,0.659,0.49503521,0.838,0.65497901,0.798,0.81249548,0.759,0.76778673,0.702,0.62875296,0.812,0.68255286
"14",1,1,1,3,4,11134,"18-34","male",0.621,0.4603539,0.697,0.66004916,0.671,0.75467338,0.505,0.45888065,0.647,0.67563703,0.628,0.58188658,0.647,0.65130586,NA,0.82925763,0.681,0.53830581,0.492,0.44278435,0.62,0.63473688,0.476,0.56618645,0.753,0.58112447,0.666,0.709019,0.422,0.65749718,0.594,0.76620597,0.663,0.70545759,0.842,0.74122977,0.687,0.52089495,0.813,0.7393241,0.502,0.32539913,0.701,0.5402086,0.711,0.74352832,0.563,0.6259941,0.463,0.40538368,0.631,0.4603539
"15",1,1,1,3,5,11135,"18-34","male",0.543,0.28324377,0.674,0.63860705,0.636,0.6854451,0.44,0.28105776,0.604,0.61565912,0.551,0.42943484,0.535,0.49429632,NA,0.76794734,0.528,0.41462382,0.399,0.29666291,0.582,0.54323201,0.288,0.44066391,0.695,0.4607181,0.587,0.63375382,0.352,0.6108743,0.59,0.71623877,0.593,0.65534635,0.718,0.66469565,0.615,0.44445477,0.705,0.67529595,0.421,0.19398629,0.638,0.45024633,0.608,0.68950129,0.521,0.51255385,0.411,0.23187218,0.627,0.28324377
"16",1,1,1,4,1,11141,"18-34","male",0.629,0.87337905,0.814,0.86927101,0.66,0.94267268,0.593,0.89646153,0.748,0.9164415,0.755,0.91866238,0.596,0.92607394,NA,0.97139755,0.724,0.89055109,0.582,0.85877628,0.675,0.90385368,0.619,0.89251448,0.736,0.91529544,0.712,0.93536418,0.632,0.90422733,0.647,0.93712276,0.741,0.92167374,0.739,0.92943309,0.746,0.82216607,0.844,0.93302415,0.66,0.81496842,0.793,0.84160444,0.689,0.91064665,0.633,0.8978353,0.521,0.88977288,0.724,0.87337905
"17",1,1,1,4,2,11142,"18-34","male",0.588,0.76994782,0.736,0.75749079,0.627,0.8866382,0.523,0.77409203,0.699,0.82758932,0.674,0.84619844,0.566,0.89616517,NA,0.93899947,0.692,0.77499382,0.521,0.72023823,0.637,0.81159449,0.547,0.79274272,0.716,0.82813124,0.672,0.86282736,0.548,0.79698435,0.603,0.87568286,0.669,0.83333563,0.721,0.87827569,0.71,0.70197579,0.806,0.87070512,0.596,0.62423571,0.735,0.72727288,0.669,0.8537223,0.576,0.82001595,0.455,0.75815597,0.646,0.76994782
"18",1,1,1,4,3,11143,"18-34","male",0.503,0.68156084,0.703,0.69899963,0.614,0.84375979,0.448,0.67715508,0.63,0.76401083,0.627,0.77317833,0.514,0.84482937,NA,0.90619383,0.658,0.69247435,0.469,0.62786088,0.6,0.74935581,0.428,0.72084383,0.689,0.74702871,0.619,0.80606429,0.413,0.73078893,0.538,0.83052557,0.646,0.77515138,0.71,0.8312096,0.661,0.63049426,0.785,0.82066572,0.477,0.50346617,0.697,0.65867695,0.615,0.81625281,0.5,0.76348643,0.381,0.64282099,0.62,0.68156084
"19",1,1,1,4,4,11144,"18-34","male",0.316,0.43442953,0.641,0.65465471,0.558,0.74410877,0.237,0.43409307,0.533,0.66751421,0.484,0.56018872,0.352,0.62755848,NA,0.81513809,0.486,0.51809196,0.237,0.43028855,0.443,0.61564528,0.189,0.54104008,0.536,0.56744709,0.451,0.69110366,0.293,0.65427382,0.329,0.74892091,0.511,0.6974383,0.631,0.70706817,0.534,0.50228857,0.734,0.71758603,0.32,0.31273817,0.56,0.52668646,0.528,0.73289287,0.304,0.60453074,0.148,0.39464956,0.439,0.43442953
"20",1,1,1,4,5,11145,"18-34","male",0.238,0.24925597,0.618,0.62310394,0.523,0.66612929,0.172,0.24936885,0.49,0.59516133,0.407,0.40314837,0.24,0.46825198,NA,0.73993717,0.333,0.38684557,0.144,0.28660822,0.405,0.50632529,0.001,0.39345144,0.478,0.43621799,0.372,0.59816582,0.223,0.59645261,0.325,0.68212589,0.441,0.64310808,0.507,0.60140038,0.462,0.39836755,0.626,0.63317272,0.239,0.17437352,0.498,0.42873098,0.425,0.66649493,0.262,0.48120771,0.102,0.21783653,0.435,0.24925597
"21",1,1,1,5,1,11151,"18-34","male",0.521,0.8743558,0.745,0.86849092,0.619,0.94341174,0.538,0.8975135,0.698,0.9172512,0.619,0.92065576,0.388,0.9275958,NA,0.9723966,0.562,0.89137818,0.48,0.85879762,0.63,0.90426604,0.463,0.89290965,0.556,0.91789127,0.589,0.93589559,0.515,0.9045429,0.592,0.93770835,0.662,0.92239636,0.425,0.930654,0.594,0.82175952,0.625,0.93376226,0.547,0.81525704,0.744,0.84142749,0.52,0.9104878,0.559,0.89792098,0.428,0.89278783,0.665,0.8743558
"22",1,1,1,5,2,11152,"18-34","male",0.48,0.77778232,0.667,0.76152136,0.586,0.89069928,0.468,0.78067325,0.649,0.83301377,0.538,0.85415656,0.358,0.90317917,NA,0.94241322,0.53,0.78136192,0.419,0.72628471,0.593,0.81655938,0.391,0.79822776,0.536,0.83755189,0.549,0.86681478,0.431,0.80172822,0.548,0.87968612,0.59,0.83814321,0.407,0.8840949,0.558,0.70886287,0.587,0.87529498,0.483,0.63269479,0.685,0.73388041,0.5,0.85749396,0.502,0.82495087,0.368,0.76951097,0.587,0.77778232
"23",1,1,1,5,3,11153,"18-34","male",0.395,0.70433471,0.634,0.70873816,0.573,0.854714,0.393,0.69596624,0.58,0.77829576,0.491,0.79581517,0.306,0.86633372,NA,0.9159797,0.496,0.70972753,0.367,0.64404467,0.555,0.76270091,0.272,0.73627797,0.509,0.7724735,0.496,0.81759966,0.296,0.74240807,0.483,0.84163074,0.567,0.78735475,0.396,0.8482122,0.509,0.6475721,0.566,0.83385535,0.364,0.52505232,0.648,0.67581062,0.446,0.82661575,0.426,0.77763707,0.3,0.6733458,0.561,0.70433471
"24",1,1,1,5,4,11154,"18-34","male",0.208,0.46315979,0.572,0.67071875,0.517,0.759986,0.182,0.45702721,0.483,0.68988439,0.348,0.58911,0.144,0.65353288,NA,0.83027367,0.324,0.54089662,0.134,0.44882106,0.398,0.63611188,0.033,0.56404813,0.356,0.6043013,0.328,0.70878481,0.176,0.67327821,0.274,0.76681932,0.432,0.71500727,0.317,0.73477195,0.382,0.52468964,0.515,0.73873029,0.206,0.34236434,0.511,0.55066815,0.359,0.74885042,0.23,0.62172409,0.074,0.43634531,0.38,0.46315979
"25",1,1,1,5,5,11155,"18-34","male",0.13,0.27690531,0.549,0.64140422,0.482,0.68300458,0.117,0.27115177,0.44,0.62089341,0.271,0.43063445,0.032,0.49180364,NA,0.7560114,0.324,0.40951257,0.041,0.30401684,0.361,0.52904355,-0.155,0.41857233,0.298,0.47672859,0.249,0.61629473,0.106,0.61958858,0.27,0.7009804,0.362,0.66138166,0.193,0.63024353,0.31,0.41752682,0.407,0.65557732,0.125,0.20592873,0.448,0.45374779,0.256,0.68421002,0.188,0.49590974,0.035,0.26311125,0.376,0.27690531
"26",1,1,2,1,1,11211,"18-34","male",0.951,0.93244041,0.881,0.90944431,0.883,0.95181605,0.914,0.93818715,0.955,0.94028577,0.956,0.94591743,0.964,0.97939562,NA,0.97763759,1,0.92224915,0.937,0.90581931,0.929,0.92268563,0.967,0.92526371,0.967,0.92564679,0.965,0.96739032,0.927,0.9217576,0.95,0.95825887,0.952,0.93820074,0.977,0.95625501,0.956,0.87010822,0.961,0.96126027,0.927,0.86540942,0.942,0.88283296,0.989,0.94084042,0.949,0.93507447,0.93,0.89455785,0.95,0.93244041
"27",1,1,2,1,2,11212,"18-34","male",0.91,0.8562444,0.803,0.81078175,0.85,0.90425665,0.844,0.83700651,0.906,0.87086868,0.875,0.89556021,0.934,0.97595248,NA,0.95439075,0.968,0.82219509,0.876,0.78457176,0.892,0.83934353,0.895,0.8386133,0.946,0.86440511,0.925,0.91300582,0.843,0.82900151,0.906,0.90907135,0.88,0.86207652,0.959,0.91901097,0.92,0.76558884,0.923,0.91503836,0.864,0.69896267,0.884,0.78055124,0.969,0.89493507,0.892,0.8665006,0.844,0.79529171,0.872,0.8562444
"28",1,1,2,1,3,11213,"18-34","male",0.825,0.79212052,0.77,0.75308099,0.837,0.86804788,0.769,0.75967634,0.837,0.82154775,0.828,0.84615067,0.882,0.95422475,NA,0.93239633,0.934,0.75127408,0.824,0.70070534,0.854,0.7813758,0.776,0.77582442,0.92,0.80809656,0.872,0.8728189,0.708,0.7688156,0.841,0.87449174,0.857,0.81177509,0.948,0.888054,0.871,0.69147106,0.902,0.88020264,0.744,0.58909955,0.846,0.71298667,0.915,0.8623563,0.816,0.81579173,0.751,0.70832352,0.846,0.79212052
"29",1,1,2,1,4,11214,"18-34","male",0.638,0.56534335,0.708,0.72038517,0.703,0.7784245,0.558,0.53266626,0.74,0.74052274,0.685,0.64905181,0.72,0.75510839,NA,0.85447309,0.762,0.59096138,0.592,0.51141966,0.689,0.66335307,0.537,0.61686099,0.767,0.6471454,0.704,0.77659763,0.588,0.70394094,0.632,0.80924138,0.722,0.74291245,0.869,0.79095377,0.744,0.53623624,0.851,0.79755417,0.587,0.41411451,0.709,0.59394909,0.828,0.79196439,0.62,0.66715856,0.498,0.47485605,0.665,0.56534335
"30",1,1,2,1,5,11215,"18-34","male",0.56,0.38424492,0.684,0.69815631,0.668,0.70844664,0.493,0.3515431,0.697,0.6793775,0.608,0.49255899,0.608,0.59395002,NA,0.7930523,0.609,0.46478638,0.498,0.36164812,0.651,0.57139088,0.349,0.49105757,0.709,0.52328887,0.625,0.70080486,0.518,0.65665929,0.628,0.75888278,0.652,0.69099274,0.745,0.71438132,0.672,0.42120358,0.743,0.73302104,0.506,0.2793235,0.646,0.50189945,0.725,0.73733894,0.578,0.54901259,0.433,0.29515604,0.661,0.38424492
"31",1,1,2,2,1,11221,"18-34","male",0.895,0.81289045,0.841,0.78836292,0.841,0.8962423,0.848,0.84594584,0.897,0.85100692,0.878,0.86297847,0.907,0.9050675,NA,0.94651703,0.956,0.82405696,0.87,0.7816352,0.885,0.83467693,0.919,0.82898257,0.945,0.82305398,0.922,0.90376343,0.807,0.82422058,0.903,0.8975644,0.871,0.86356785,0.947,0.89035757,0.915,0.70119169,0.908,0.89471486,0.841,0.69334172,0.885,0.74037747,0.945,0.85485861,0.884,0.84835855,0.886,0.75696798,0.887,0.81289045
"32",1,1,2,2,2,11222,"18-34","male",0.854,0.75666249,0.762,0.72850027,0.808,0.8608957,0.778,0.76319591,0.848,0.79044783,0.797,0.81733299,0.877,0.90048514,NA,0.92260608,0.924,0.75083985,0.809,0.69966726,0.847,0.77938878,0.847,0.77130134,0.924,0.75891069,0.882,0.8542951,0.723,0.75143099,0.859,0.85897103,0.799,0.80425255,0.929,0.86490201,0.879,0.64551322,0.87,0.85608655,0.777,0.57400543,0.827,0.68921867,0.925,0.83197117,0.827,0.80812765,0.807,0.65394882,0.809,0.75666249
"33",1,1,2,2,3,11223,"18-34","male",0.769,0.70073378,0.73,0.69054348,0.795,0.82987602,0.703,0.69389126,0.779,0.74422175,0.75,0.76788656,0.825,0.87584764,NA,0.89916685,0.89,0.69255197,0.757,0.63500628,0.81,0.73480192,0.728,0.72224431,0.898,0.69775766,0.829,0.81572499,0.588,0.70043761,0.794,0.82906086,0.776,0.76181874,0.918,0.83881986,0.83,0.59898895,0.849,0.8241209,0.658,0.48697726,0.789,0.64689027,0.871,0.81028297,0.751,0.77051869,0.719,0.56048669,0.783,0.70073378
"34",1,1,2,2,4,11224,"18-34","male",0.582,0.47913544,0.668,0.65905658,0.661,0.74224789,0.492,0.47188998,0.682,0.66445627,0.607,0.57505004,0.663,0.6811778,NA,0.82259446,0.718,0.53582163,0.524,0.45060768,0.645,0.61962476,0.489,0.56697903,0.745,0.53953483,0.661,0.72111217,0.468,0.63669328,0.585,0.76509039,0.641,0.69454768,0.839,0.7438454,0.703,0.49327854,0.798,0.74298057,0.5,0.31626431,0.653,0.53164028,0.784,0.74172702,0.555,0.63198643,0.474,0.33102253,0.602,0.47913544
"35",1,1,2,2,5,11225,"18-34","male",0.504,0.29655761,0.644,0.63670724,0.626,0.67169068,0.427,0.28919641,0.639,0.60281724,0.53,0.41742406,0.551,0.51879,NA,0.76058893,0.565,0.40841404,0.431,0.29966406,0.607,0.52680657,0.301,0.43992533,0.687,0.41484946,0.582,0.64454793,0.398,0.58901508,0.581,0.71427612,0.571,0.64234607,0.715,0.6665702,0.631,0.4128162,0.69,0.67783872,0.419,0.18047293,0.59,0.43897884,0.681,0.68662006,0.513,0.51872181,0.415,0.1501393,0.598,0.29655761
"36",1,1,2,3,1,11231,"18-34","male",0.885,0.72349063,0.813,0.71157247,0.83,0.84855546,0.822,0.77416455,0.817,0.77724727,0.855,0.78461238,0.855,0.84449657,NA,0.91336029,0.919,0.74812883,0.813,0.69815639,0.841,0.76656874,0.873,0.75855826,0.92,0.71609543,0.892,0.85481079,0.688,0.74811204,0.862,0.84857368,0.845,0.80317071,0.927,0.83297681,0.855,0.58362794,0.884,0.84040895,0.77,0.56985757,0.875,0.64389715,0.861,0.79570174,0.841,0.78968384,0.786,0.61204163,0.866,0.72349063
"37",1,1,2,3,2,11232,"18-34","male",0.844,0.68144783,0.735,0.6742779,0.797,0.82244085,0.752,0.704493,0.768,0.72712844,0.774,0.74679992,0.825,0.84205,NA,0.89195894,0.887,0.69220932,0.752,0.63903699,0.803,0.7287101,0.801,0.71829246,0.899,0.66062774,0.852,0.81115223,0.604,0.69116285,0.818,0.81827149,0.773,0.75638741,0.909,0.81607372,0.819,0.55841248,0.846,0.8089633,0.706,0.48095298,0.817,0.62137416,0.841,0.78672077,0.784,0.7618371,0.713,0.52155332,0.788,0.68144783
"38",1,1,2,3,3,11233,"18-34","male",0.759,0.63491241,0.702,0.65063526,0.784,0.7984393,0.677,0.64331292,0.699,0.69090118,0.727,0.7051336,0.773,0.81964221,NA,0.87168744,0.853,0.64512486,0.699,0.58766893,0.765,0.6954366,0.682,0.67956553,0.873,0.61224565,0.799,0.77732484,0.469,0.65301254,0.753,0.79471372,0.75,0.72366046,0.898,0.79610536,0.77,0.53409227,0.825,0.78288985,0.587,0.41449479,0.779,0.5964374,0.787,0.77410317,0.708,0.73188022,0.632,0.44629489,0.762,0.63491241
"39",1,1,2,3,4,11234,"18-34","male",0.572,0.42622295,0.64,0.62371888,0.65,0.71672602,0.466,0.43239731,0.602,0.61846507,0.584,0.52595257,0.611,0.63670494,NA,0.79925439,0.681,0.49818286,0.467,0.4144676,0.6,0.58682849,0.443,0.53107917,0.72,0.46949812,0.631,0.68704721,0.349,0.59578869,0.544,0.73489825,0.615,0.66332591,0.819,0.70618543,0.643,0.45275537,0.774,0.70646583,0.43,0.25708393,0.642,0.49096804,0.7,0.71052054,0.512,0.60507875,0.393,0.23927466,0.581,0.42622295
"40",1,1,2,3,5,11235,"18-34","male",0.494,0.24678128,0.616,0.60225299,0.615,0.64708444,0.401,0.25204825,0.559,0.55818861,0.507,0.3723339,0.499,0.47786696,NA,0.73736924,0.528,0.373104,0.374,0.2665833,0.563,0.49432243,0.255,0.40375661,0.662,0.34901182,0.552,0.61045679,0.279,0.54907183,0.54,0.68440064,0.545,0.61333638,0.695,0.62888441,0.571,0.38404402,0.666,0.64154664,0.348,0.12466546,0.58,0.40070349,0.597,0.65587968,0.47,0.49646753,0.341,0.0649709,0.577,0.24678128
"41",1,1,2,4,1,11241,"18-34","male",0.58,0.70619797,0.757,0.71224066,0.639,0.84626036,0.554,0.75834388,0.703,0.77728735,0.711,0.77198201,0.56,0.82452599,NA,0.90912893,0.724,0.73785519,0.557,0.68896625,0.655,0.76232664,0.586,0.74958969,0.703,0.71530337,0.677,0.84672623,0.559,0.75290741,0.597,0.84254361,0.693,0.80084251,0.716,0.81891481,0.702,0.58588724,0.805,0.83169142,0.587,0.56599248,0.735,0.63983428,0.678,0.79326601,0.582,0.77819951,0.451,0.61481746,0.674,0.70619797
"42",1,1,2,4,2,11242,"18-34","male",0.539,0.65943322,0.679,0.67187224,0.606,0.81757698,0.484,0.68460519,0.654,0.7238439,0.63,0.72960157,0.53,0.81853399,NA,0.88576459,0.692,0.67775223,0.496,0.62578658,0.618,0.72080804,0.514,0.70552574,0.683,0.65422875,0.637,0.80069858,0.475,0.69269635,0.553,0.80964951,0.621,0.75103956,0.698,0.79835693,0.666,0.55676947,0.767,0.79734246,0.523,0.4714082,0.677,0.61265783,0.658,0.78159985,0.525,0.7482217,0.385,0.51689125,0.596,0.65943322
"43",1,1,2,4,3,11243,"18-34","male",0.454,0.59921514,0.646,0.64307166,0.593,0.78723847,0.409,0.61146131,0.585,0.68024066,0.583,0.67489009,0.478,0.7837143,NA,0.85934019,0.658,0.62002704,0.444,0.56516974,0.58,0.67884796,0.395,0.65652608,0.656,0.59268205,0.584,0.75939869,0.34,0.64886235,0.488,0.77887835,0.598,0.71176286,0.687,0.76647551,0.617,0.52428448,0.746,0.76252423,0.404,0.39338179,0.639,0.5782533,0.604,0.76296408,0.449,0.70968637,0.311,0.42551907,0.57,0.59921514
"44",1,1,2,4,4,11244,"18-34","male",0.267,0.3889186,0.584,0.61156979,0.537,0.70210991,0.198,0.3993309,0.488,0.60238469,0.44,0.49552879,0.316,0.60192626,NA,0.78130681,0.486,0.47105028,0.212,0.39446133,0.423,0.56293302,0.156,0.49921099,0.503,0.4458293,0.416,0.66205521,0.22,0.58638257,0.279,0.71217655,0.463,0.6500848,0.608,0.66474387,0.49,0.43603735,0.695,0.67768297,0.247,0.23383961,0.502,0.47017533,0.517,0.69424026,0.253,0.57953379,0.078,0.21739935,0.389,0.3889186
"45",1,1,2,4,5,11245,"18-34","male",0.189,0.20991419,0.56,0.58457729,0.502,0.62853131,0.133,0.21939782,0.445,0.53583358,0.363,0.34501193,0.204,0.44774335,NA,0.71163385,0.333,0.34546787,0.119,0.25250999,0.386,0.46092237,-0.032,0.35970002,0.445,0.3235036,0.337,0.5754348,0.15,0.53331268,0.275,0.65256648,0.393,0.6002477,0.484,0.57163136,0.418,0.35891618,0.587,0.60152931,0.166,0.10128325,0.44,0.37844971,0.414,0.63286325,0.211,0.46791741,0.033,0.04735856,0.385,0.20991419
"46",1,1,2,5,1,11251,"18-34","male",0.472,0.73547089,0.688,0.73230373,0.598,0.86589778,0.499,0.78391987,0.653,0.80452864,0.575,0.80558045,0.352,0.84544466,NA,0.92468553,0.562,0.76560809,0.455,0.71384181,0.611,0.78763721,0.43,0.77352345,0.523,0.76432458,0.554,0.86263012,0.442,0.78011235,0.542,0.86055051,0.614,0.82392572,0.402,0.84223613,0.55,0.62096216,0.586,0.85141414,0.474,0.60620896,0.685,0.66969807,0.509,0.81079067,0.508,0.79600418,0.358,0.68180219,0.615,0.73547089
"47",1,1,2,5,2,11252,"18-34","male",0.431,0.68584272,0.61,0.68805454,0.565,0.83503558,0.429,0.70697245,0.604,0.74770464,0.494,0.76059466,0.322,0.83905603,NA,0.90011506,0.53,0.70184073,0.394,0.64655444,0.573,0.74270069,0.358,0.72631649,0.502,0.69882982,0.514,0.81473882,0.358,0.71569014,0.498,0.82562291,0.542,0.77092968,0.384,0.82000668,0.514,0.58694586,0.548,0.8151393,0.41,0.50515745,0.627,0.63818676,0.489,0.79692165,0.451,0.76584389,0.298,0.57729893,0.537,0.68584272
"48",1,1,2,5,3,11253,"18-34","male",0.346,0.62667003,0.577,0.65666903,0.552,0.80363365,0.354,0.634547,0.535,0.70141618,0.447,0.70566597,0.27,0.80720322,NA,0.87328697,0.496,0.64333891,0.342,0.58532822,0.536,0.69934407,0.239,0.67721897,0.476,0.63327891,0.461,0.7732391,0.223,0.66808374,0.433,0.79411387,0.519,0.7295166,0.373,0.78887252,0.465,0.55041335,0.527,0.78006636,0.291,0.42355469,0.59,0.60197776,0.435,0.77734649,0.375,0.72838231,0.231,0.47947005,0.511,0.62667003
