"","MO","SC","UA","PD","AD","State","Age","Sex","UK_2026","UK_2026Copula","Japan","JapanCopula","SouthKorea","SouthKoreaCopula","Netherlands","NetherlandsCopula","China","ChinaCopula","Spain","SpainCopula","Germany","GermanyCopula","Pakistan","PakistanCopula","Australia","AustraliaCopula","Belgium","BelgiumCopula","Canada","CanadaCopula","Denmark","DenmarkCopula","France","FranceCopula","Hungary","HungaryCopula","Iran","IranCopula","Italy","ItalyCopula","Malaysia","MalaysiaCopula","Poland","PolandCopula","Portugal","PortugalCopula","Romania","RomaniaCopula","Taiwan","TaiwanCopula","Thailand","ThailandCopula","Trinidad_and_Tobago","Trinidad_and_TobagoCopula","USA","USACopula","Singapore","SingaporeCopula","England_2018","England_2018Copula"
"3114",5,5,5,3,4,55534,"18-34","male",-0.076,-0.24331063,0.124,0.10543776,0.123,0.06908082,-0.058,-0.02074485,-0.184,0.08256306,-0.058,-0.36888628,-0.046,0.04670707,NA,0.11178807,-0.097,-0.06372329,-0.081,0.00094933,0.06,0.01576386,-0.127,-0.15572835,-0.071,-0.27426619,-0.431,-0.39070758,-0.874,0.09540589,-0.247,-0.02426626,-0.14,0.23894047,0.059,-0.06119146,-0.226,-0.28972132,0.084,-0.00673158,-0.649,-0.42617146,-0.169,-0.21197904,-0.108,0.12486813,-0.325,0.09405234,-0.451,-0.54267918,-0.03,-0.24331063
"3115",5,5,5,3,5,55535,"18-34","male",-0.154,-0.33407239,0.1,0.06197354,0.088,-0.00129786,-0.123,-0.11966341,-0.227,0.01778101,-0.135,-0.43136417,-0.158,0.0013583,NA,0.02942429,-0.097,-0.12211154,-0.174,-0.05225271,0.022,-0.09623439,-0.315,-0.30681424,-0.129,-0.34015724,-0.51,-0.51308637,-0.944,0.02629214,-0.251,-0.10720735,-0.21,0.22377329,-0.065,-0.16636727,-0.298,-0.35227706,-0.024,-0.10046557,-0.73,-0.49774175,-0.231,-0.26686507,-0.211,0.04833575,-0.367,0.0412314,-0.475,-0.61295345,-0.034,-0.33407239
"3116",5,5,5,4,1,55541,"18-34","male",-0.068,-0.23099614,0.241,0.0971523,0.112,0.08581526,0.03,0.06247867,-0.083,0.12411538,0.069,-0.38410985,-0.097,-0.0120271,NA,0.12350237,-0.054,-0.05252148,0.009,0.0691521,0.115,0.06075197,0.016,-0.09707667,-0.087,-0.24144256,-0.385,-0.39738559,-0.664,0.16426097,-0.194,-0.04773753,-0.062,0.24985551,-0.044,-0.11204058,-0.167,-0.34458753,0.115,-0.02536295,-0.492,-0.34384034,-0.076,-0.22955148,-0.13,0.1098846,-0.255,0.0799551,-0.476,-0.45082657,0.063,-0.23099614
"3117",5,5,5,4,2,55542,"18-34","male",-0.109,-0.25052042,0.163,0.08886966,0.079,0.08087074,-0.04,0.0202023,-0.132,0.09968341,-0.012,-0.39134888,-0.127,-0.00642117,NA,0.11825134,-0.086,-0.06925069,-0.052,0.03705794,0.077,0.04219819,-0.056,-0.11885038,-0.108,-0.26529627,-0.425,-0.40133915,-0.748,0.13598519,-0.238,-0.04999041,-0.134,0.23120184,-0.062,-0.11483527,-0.203,-0.30563335,0.077,-0.03311134,-0.555,-0.38861796,-0.134,-0.23020102,-0.15,0.11428439,-0.312,0.0786441,-0.514,-0.49454295,-0.015,-0.25052042
"3118",5,5,5,4,3,55543,"18-34","male",-0.194,-0.29097101,0.13,0.06355013,0.066,0.04971509,-0.115,-0.03095684,-0.201,0.06458666,-0.059,-0.4224845,-0.179,-0.0206973,NA,0.08481865,-0.12,-0.09738349,-0.104,0.00322628,0.04,-0.00447635,-0.175,-0.1789968,-0.134,-0.301382,-0.478,-0.45621247,-0.883,0.09704801,-0.303,-0.08648492,-0.157,0.21308312,-0.073,-0.15219507,-0.252,-0.30945387,0.056,-0.07255295,-0.674,-0.43684341,-0.172,-0.25404196,-0.204,0.08659317,-0.388,0.05821619,-0.56,-0.54210951,-0.041,-0.29097101
"3119",5,5,5,4,4,55544,"18-34","male",-0.381,-0.35677502,0.068,0.03512376,0.01,0.00203809,-0.326,-0.11263859,-0.298,0.01307423,-0.202,-0.46254985,-0.341,-0.04536585,NA,0.02864973,-0.292,-0.12833345,-0.336,-0.04390775,-0.066,-0.08647132,-0.414,-0.28928072,-0.287,-0.35242764,-0.646,-0.53482047,-1.003,0.04012491,-0.512,-0.13835609,-0.292,0.19952674,-0.152,-0.21932104,-0.379,-0.33741579,0.005,-0.13439227,-0.832,-0.49956891,-0.309,-0.28816941,-0.291,0.03835692,-0.584,0.02611459,-0.766,-0.6044839,-0.222,-0.35677502
"3120",5,5,5,4,5,55545,"18-34","male",-0.459,-0.42737259,0.044,0.00886869,-0.025,-0.0494203,-0.391,-0.19746822,-0.341,-0.0392022,-0.279,-0.50247519,-0.453,-0.073859,NA,-0.03385917,-0.292,-0.15487103,-0.429,-0.08939695,-0.104,-0.1774992,-0.602,-0.41358389,-0.345,-0.40347466,-0.725,-0.61830419,-1.073,-0.01744305,-0.516,-0.19332341,-0.362,0.19235961,-0.276,-0.29586781,-0.451,-0.38316547,-0.103,-0.20148366,-0.913,-0.55813478,-0.372,-0.32445362,-0.394,-0.01707094,-0.626,-0.00898822,-0.783,-0.66299624,-0.226,-0.42737259
"3121",5,5,5,5,1,55551,"18-34","male",-0.176,-0.33265674,0.172,0.04168849,0.071,0.03441859,-0.025,-0.02470668,-0.133,0.06311038,-0.067,-0.45920777,-0.305,-0.09266225,NA,0.05521479,-0.063,-0.12230132,-0.093,0.02906861,0.07,-0.0299085,-0.14,-0.21642077,-0.267,-0.30920764,-0.508,-0.50907706,-0.781,0.11754907,-0.249,-0.14034693,-0.141,0.21721155,-0.358,-0.25491391,-0.319,-0.39411288,-0.104,-0.13519512,-0.605,-0.40819637,-0.126,-0.2905348,-0.299,0.03960273,-0.329,0.01810755,-0.569,-0.50297923,0.004,-0.33265674
"3122",5,5,5,5,2,55552,"18-34","male",-0.217,-0.36018469,0.094,0.02476823,0.038,0.01947358,-0.095,-0.0711906,-0.182,0.03324336,-0.148,-0.47753892,-0.335,-0.09410774,NA,0.03978377,-0.095,-0.1430506,-0.154,-0.00574485,0.033,-0.05752889,-0.212,-0.24967533,-0.288,-0.33934534,-0.548,-0.5335084,-0.865,0.08382199,-0.293,-0.1565002,-0.213,0.19506029,-0.376,-0.26963396,-0.355,-0.35508492,-0.142,-0.15517822,-0.668,-0.45816936,-0.184,-0.300473,-0.319,0.0333572,-0.386,0.0109121,-0.601,-0.55167596,-0.074,-0.36018469
"3123",5,5,5,5,3,55553,"18-34","male",-0.302,-0.39381073,0.061,0.006817,0.025,-0.0034873,-0.17,-0.11777344,-0.251,0.00312781,-0.195,-0.49965572,-0.387,-0.10310288,NA,0.01430766,-0.129,-0.15833361,-0.206,-0.0363655,-0.005,-0.09648278,-0.331,-0.3001523,-0.314,-0.36963431,-0.601,-0.57187411,-1,0.05014019,-0.358,-0.18183923,-0.236,0.18033078,-0.387,-0.29805562,-0.404,-0.34780061,-0.163,-0.18485128,-0.788,-0.50085419,-0.222,-0.31684548,-0.373,0.0140629,-0.462,-0.00237305,-0.641,-0.59375539,-0.1,-0.39381073
"3124",5,5,5,5,4,55554,"18-34","male",-0.489,-0.45471221,-0.001,-0.01752082,-0.031,-0.04598451,-0.381,-0.19573527,-0.348,-0.04500908,-0.338,-0.53424179,-0.549,-0.12419249,NA,-0.03642694,-0.301,-0.17186266,-0.439,-0.08122733,-0.111,-0.17282808,-0.57,-0.40309664,-0.468,-0.41690666,-0.769,-0.64041332,-1.12,-0.0032876,-0.567,-0.2269161,-0.371,0.1684394,-0.466,-0.35877474,-0.531,-0.37121433,-0.214,-0.24031377,-0.945,-0.56003029,-0.358,-0.34637679,-0.46,-0.02869418,-0.658,-0.02839091,-0.839,-0.65261176,-0.281,-0.45471221
"3125",5,5,5,5,5,55555,"18-34","male",-0.567,-0.52358065,-0.025,-0.04295453,-0.066,-0.09597487,-0.446,-0.27947928,-0.391,-0.09622258,-0.415,-0.57237374,-0.661,-0.15117808,NA,-0.09675969,-0.301,-0.18134341,-0.532,-0.12623655,-0.148,-0.26208593,-0.758,-0.52499444,-0.525,-0.46698029,-0.848,-0.7209236,-1.19,-0.06002549,-0.571,-0.27981826,-0.441,0.16163734,-0.59,-0.43228491,-0.603,-0.41841843,-0.322,-0.30512254,-1.026,-0.61777308,-0.421,-0.38128237,-0.563,-0.08247111,-0.7,-0.05943042,-0.851,-0.71051788,-0.285,-0.52358065
"3126",1,1,1,1,1,11111,"18-34","female",1,0.98450679,1,0.98023195,1,0.99075033,1,0.98374032,1,0.98798307,1,0.98979574,1,0.99583287,NA,0.99598245,1,0.98230453,1,0.9775711,0.949,0.98417008,1,0.98348977,1,0.98876486,1,0.99125503,1,0.9839837,1,0.990978,1,0.98673689,1,0.99152847,1,0.97518237,1,0.99153699,1,0.96995878,1,0.97649228,1,0.98862649,1,0.98519673,1,0.98374512,1,0.98450679
"3127",1,1,1,1,2,11112,"18-34","female",0.959,0.8904849,0.86,0.84985567,0.871,0.933043,0.883,0.86438785,0.951,0.90976179,0.919,0.93454378,0.97,0.99258342,NA,0.97259995,0.968,0.85900545,0.901,0.82271688,0.911,0.87815856,0.928,0.87275585,0.98,0.9290916,0.96,0.93041125,0.916,0.87375249,0.956,0.93231717,0.928,0.89571591,0.982,0.94483841,0.964,0.83266029,0.962,0.9380017,0.936,0.763052,0.942,0.83439354,0.98,0.92495548,0.943,0.89113992,0.914,0.88606938,0.922,0.8904849
"3128",1,1,1,1,3,11113,"18-34","female",0.874,0.81866699,0.827,0.77836814,0.858,0.89353597,0.808,0.77912314,0.882,0.85976384,0.872,0.88530516,0.918,0.97094924,NA,0.95213478,0.934,0.77836834,0.849,0.72300267,0.874,0.81096718,0.809,0.79917406,0.953,0.88009791,0.907,0.88850799,0.781,0.80875879,0.891,0.89480057,0.905,0.84058305,0.971,0.91065418,0.915,0.73845116,0.941,0.90138712,0.817,0.63681691,0.904,0.74861073,0.926,0.88482758,0.867,0.82757809,0.821,0.80936539,0.896,0.81866699
"3129",1,1,1,1,4,11114,"18-34","female",0.687,0.58511196,0.765,0.74761936,0.724,0.80318756,0.597,0.54488954,0.785,0.78073115,0.729,0.68434919,0.756,0.76438384,NA,0.87351912,0.762,0.61489352,0.617,0.52800268,0.708,0.69185433,0.57,0.63639828,0.8,0.72203957,0.739,0.7905373,0.661,0.74690162,0.682,0.82961522,0.77,0.77261321,0.892,0.81228446,0.788,0.53669038,0.89,0.81823307,0.66,0.46062469,0.767,0.62825351,0.839,0.81414896,0.671,0.67006695,0.568,0.57994007,0.715,0.58511196
"3130",1,1,1,1,5,11115,"18-34","female",0.609,0.42053823,0.742,0.72955679,0.689,0.74090034,0.532,0.37958733,0.742,0.72791502,0.652,0.54334978,0.644,0.61737862,NA,0.81866977,0.609,0.50107914,0.524,0.39182134,0.671,0.60961185,0.382,0.52255606,0.742,0.6140447,0.66,0.7223153,0.591,0.70696238,0.678,0.78508183,0.7,0.72725808,0.768,0.74376093,0.716,0.39477316,0.782,0.76077149,0.579,0.34059531,0.705,0.5464546,0.736,0.7658597,0.629,0.55871909,0.503,0.42269366,0.711,0.42053823
"3131",1,1,1,2,1,11121,"18-34","female",0.944,0.87063413,0.898,0.8551786,0.862,0.93718178,0.887,0.89158997,0.942,0.908726,0.922,0.91791104,0.943,0.93295053,NA,0.97073537,0.956,0.88239049,0.895,0.84673424,0.904,0.8946018,0.952,0.88467605,0.978,0.90971811,0.957,0.93290401,0.88,0.89137222,0.953,0.93363835,0.919,0.91357367,0.97,0.9298218,0.959,0.80735722,0.947,0.93106189,0.913,0.79584592,0.944,0.82741113,0.956,0.90441428,0.935,0.89278293,0.956,0.87876383,0.937,0.87063413
"3132",1,1,1,2,2,11122,"18-34","female",0.903,0.80091691,0.82,0.77235568,0.829,0.89564025,0.817,0.79657781,0.893,0.84305235,0.841,0.86984196,0.913,0.92658493,NA,0.94765663,0.924,0.79363151,0.834,0.74087021,0.867,0.82438402,0.88,0.81024274,0.958,0.84985798,0.917,0.87888777,0.796,0.80782871,0.909,0.88878899,0.847,0.84498258,0.952,0.89780656,0.923,0.72520348,0.909,0.88741508,0.85,0.6490075,0.885,0.74765741,0.936,0.86831293,0.878,0.8378212,0.876,0.78205078,0.859,0.80091691
"3133",1,1,1,2,3,11123,"18-34","female",0.818,0.7415132,0.787,0.7279744,0.816,0.86519444,0.742,0.72430548,0.824,0.79993657,0.794,0.82375556,0.861,0.90135969,NA,0.92706338,0.89,0.7322785,0.782,0.66846606,0.829,0.77742197,0.761,0.75676544,0.931,0.80024198,0.864,0.84030215,0.661,0.75816075,0.844,0.85890154,0.824,0.80272607,0.941,0.87144548,0.874,0.67086155,0.888,0.8559582,0.73,0.55674347,0.848,0.69704942,0.882,0.84337653,0.802,0.79599642,0.789,0.70544686,0.833,0.7415132
"3134",1,1,1,2,4,11124,"18-34","female",0.631,0.51184408,0.725,0.69746851,0.682,0.77662038,0.531,0.49396143,0.727,0.72128074,0.651,0.6265669,0.699,0.69834658,NA,0.84949223,0.718,0.57160345,0.55,0.47736196,0.664,0.66060692,0.522,0.59677024,0.778,0.64443336,0.696,0.74287442,0.541,0.69666435,0.635,0.79436837,0.689,0.73592084,0.862,0.77459294,0.747,0.53897721,0.837,0.77348037,0.573,0.3834906,0.711,0.57987089,0.795,0.77385318,0.606,0.64607053,0.543,0.47957148,0.652,0.51184408
"3135",1,1,1,2,5,11125,"18-34","female",0.553,0.34024101,0.701,0.67740224,0.647,0.71093951,0.466,0.3219943,0.684,0.66464113,0.574,0.47908196,0.587,0.54532742,NA,0.79167753,0.565,0.45240716,0.457,0.33547357,0.626,0.57411172,0.334,0.47759237,0.72,0.52961476,0.617,0.67115773,0.471,0.65331709,0.631,0.74719467,0.619,0.68773684,0.738,0.70246432,0.675,0.44324944,0.729,0.71282557,0.492,0.25703888,0.648,0.49360266,0.692,0.72267778,0.564,0.53386185,0.485,0.31309662,0.648,0.34024101
"3136",1,1,1,3,1,11131,"18-34","female",0.934,0.79631076,0.87,0.78506907,0.851,0.90484862,0.861,0.83292076,0.862,0.85914024,0.899,0.86748739,0.891,0.8838995,NA,0.95248558,0.919,0.8220342,0.838,0.77062728,0.86,0.84276724,0.906,0.82585519,0.953,0.85486529,0.927,0.8944401,0.761,0.83809897,0.912,0.89738964,0.893,0.86999,0.95,0.88782009,0.899,0.70960859,0.923,0.89103329,0.842,0.69500972,0.933,0.74248263,0.872,0.85442287,0.892,0.83777264,0.855,0.80849722,0.916,0.79631076
"3137",1,1,1,3,2,11132,"18-34","female",0.893,0.73288346,0.792,0.72180369,0.818,0.86874301,0.791,0.74477125,0.813,0.79552128,0.818,0.81818519,0.861,0.8717928,NA,0.92755184,0.887,0.7456949,0.777,0.68377865,0.822,0.78671321,0.834,0.76528499,0.932,0.78935101,0.887,0.84035084,0.677,0.76375866,0.868,0.85646458,0.821,0.80895752,0.932,0.85973621,0.863,0.65307554,0.885,0.8489827,0.779,0.57072126,0.875,0.68878458,0.852,0.82908465,0.835,0.79805536,0.783,0.70515273,0.838,0.73288346
"3138",1,1,1,3,3,11133,"18-34","female",0.808,0.67623902,0.759,0.69000918,0.805,0.8404453,0.716,0.67554327,0.744,0.75326417,0.771,0.76937164,0.809,0.84172334,NA,0.90480217,0.853,0.69077584,0.725,0.62221802,0.785,0.74717399,0.715,0.71897213,0.906,0.73401159,0.834,0.80179346,0.542,0.71935827,0.803,0.82866521,0.798,0.77076212,0.921,0.83468787,0.814,0.61722152,0.864,0.81827679,0.659,0.4915015,0.838,0.65286686,0.798,0.81033624,0.759,0.76437844,0.702,0.62221219,0.812,0.67623902
"3139",1,1,1,3,4,11134,"18-34","female",0.621,0.45405788,0.697,0.65950423,0.671,0.75313928,0.505,0.45249144,0.647,0.67448161,0.628,0.57785264,0.647,0.64610273,NA,0.82772234,0.681,0.53459484,0.492,0.4380736,0.62,0.63199164,0.476,0.56192345,0.753,0.57947574,0.666,0.70583174,0.422,0.6569887,0.594,0.76454493,0.663,0.70507138,0.842,0.73867125,0.687,0.52155677,0.813,0.73662959,0.502,0.3223851,0.701,0.53879197,0.711,0.74182503,0.563,0.62238208,0.463,0.40017231,0.631,0.45405788
"3140",1,1,1,3,5,11135,"18-34","female",0.543,0.28130259,0.674,0.63739131,0.636,0.68520793,0.44,0.27956615,0.604,0.61463109,0.551,0.42874579,0.535,0.49297515,NA,0.76763028,0.528,0.41378064,0.399,0.29564209,0.582,0.54245178,0.288,0.4395278,0.695,0.46012757,0.587,0.63210871,0.352,0.61013762,0.59,0.71526437,0.593,0.65526211,0.718,0.66360047,0.615,0.44832681,0.705,0.67367358,0.421,0.19299001,0.638,0.4501222,0.608,0.68850845,0.521,0.51211901,0.411,0.2290798,0.627,0.28130259
"3141",1,1,1,4,1,11141,"18-34","female",0.629,0.8587287,0.814,0.85507872,0.66,0.93560296,0.593,0.88279856,0.748,0.90594744,0.755,0.90841963,0.596,0.91827472,NA,0.9673227,0.724,0.87695355,0.582,0.84236335,0.675,0.89239457,0.619,0.87984996,0.736,0.90390473,0.712,0.92696111,0.632,0.89240639,0.647,0.92935165,0.741,0.91185959,0.739,0.9209986,0.746,0.80404838,0.844,0.92460719,0.66,0.79308233,0.793,0.82520956,0.689,0.90149618,0.633,0.88675325,0.521,0.87358131,0.724,0.8587287
"3142",1,1,1,4,2,11142,"18-34","female",0.588,0.76239194,0.736,0.75117466,0.627,0.88295971,0.523,0.76637225,0.699,0.82171517,0.674,0.84043599,0.566,0.89214507,NA,0.9364583,0.692,0.76797829,0.521,0.71232599,0.637,0.80596378,0.547,0.78649332,0.716,0.82119429,0.672,0.85786256,0.548,0.79074708,0.603,0.87151199,0.669,0.82826571,0.721,0.87393209,0.71,0.69450563,0.806,0.86593646,0.596,0.6134716,0.735,0.72071623,0.669,0.84979659,0.576,0.81513517,0.455,0.74734608,0.646,0.76239194
"3143",1,1,1,4,3,11143,"18-34","female",0.503,0.67374329,0.703,0.696378,0.614,0.84058126,0.448,0.67035413,0.63,0.75994171,0.627,0.76662515,0.514,0.83796616,NA,0.90345275,0.658,0.68732265,0.469,0.62208943,0.6,0.74514595,0.428,0.71550192,0.689,0.74020866,0.619,0.80217227,0.413,0.72743491,0.538,0.82760031,0.646,0.77253064,0.71,0.82710032,0.661,0.62544615,0.785,0.8167571,0.477,0.49715352,0.697,0.6542946,0.615,0.81290232,0.5,0.75902403,0.381,0.63234616,0.62,0.67374329
"3144",1,1,1,4,4,11144,"18-34","female",0.316,0.42919708,0.641,0.65343449,0.558,0.74221295,0.237,0.42901244,0.533,0.66511348,0.484,0.5562199,0.352,0.62338163,NA,0.8139331,0.486,0.51483542,0.237,0.42554927,0.443,0.61321326,0.189,0.53778408,0.536,0.56335847,0.451,0.68910055,0.293,0.65199974,0.329,0.74801165,0.511,0.69623221,0.631,0.7065372,0.534,0.50115519,0.734,0.71608868,0.32,0.30834518,0.56,0.52441857,0.528,0.73109603,0.304,0.60203484,0.148,0.38652654,0.439,0.42919708
"3145",1,1,1,4,5,11145,"18-34","female",0.238,0.24211369,0.618,0.61847162,0.523,0.66305261,0.172,0.24402259,0.49,0.58920439,0.407,0.39711045,0.24,0.46210745,NA,0.73762791,0.333,0.38208921,0.144,0.28127911,0.405,0.50264082,0.001,0.38926295,0.478,0.4274545,0.372,0.59434765,0.223,0.59113716,0.325,0.67899891,0.441,0.63936595,0.507,0.59789002,0.462,0.4007599,0.626,0.62903474,0.239,0.16655842,0.498,0.42380644,0.425,0.66269181,0.262,0.47904142,0.102,0.20499057,0.435,0.24211369
"3146",1,1,1,5,1,11151,"18-34","female",0.521,0.86434446,0.745,0.85809492,0.619,0.93855668,0.538,0.88774656,0.698,0.90989227,0.619,0.9140984,0.388,0.92305532,NA,0.96976754,0.562,0.88172198,0.48,0.84693531,0.63,0.89609383,0.463,0.8839031,0.556,0.91061266,0.589,0.92988405,0.515,0.89596488,0.592,0.93227539,0.662,0.91546654,0.425,0.92513685,0.594,0.80913021,0.625,0.92791059,0.547,0.79946501,0.744,0.83001516,0.52,0.9041476,0.559,0.89017172,0.428,0.881747,0.665,0.86434446
"3147",1,1,1,5,2,11152,"18-34","female",0.48,0.77283326,0.667,0.75686451,0.586,0.88816553,0.468,0.77501658,0.649,0.82890057,0.538,0.85064038,0.358,0.90136189,NA,0.94077777,0.53,0.77629012,0.419,0.72049868,0.593,0.81246847,0.391,0.79375614,0.536,0.83322362,0.549,0.86323016,0.431,0.7970951,0.548,0.87676982,0.59,0.83451534,0.407,0.8813873,0.558,0.70398858,0.587,0.87197907,0.483,0.62483224,0.685,0.72959402,0.5,0.85498011,0.502,0.82167003,0.368,0.76186855,0.587,0.77283326
"3148",1,1,1,5,3,11153,"18-34","female",0.395,0.69844674,0.634,0.70691277,0.573,0.8523477,0.393,0.69075895,0.58,0.77543039,0.491,0.79098136,0.306,0.86123326,NA,0.91397748,0.496,0.70588943,0.367,0.63970257,0.555,0.75954828,0.272,0.73224673,0.509,0.76764497,0.496,0.81470214,0.296,0.74008877,0.483,0.8395111,0.567,0.78559729,0.396,0.8451763,0.509,0.64405438,0.566,0.83090465,0.364,0.52057376,0.648,0.67278166,0.446,0.82418606,0.426,0.77425051,0.3,0.6652129,0.561,0.69844674
"3149",1,1,1,5,4,11154,"18-34","female",0.208,0.45612751,0.572,0.66890104,0.517,0.75727826,0.182,0.45032761,0.483,0.68661226,0.348,0.5834807,0.144,0.6477128,NA,0.82827173,0.324,0.53627467,0.134,0.44290145,0.398,0.63258305,0.033,0.55944505,0.356,0.59868183,0.328,0.70581451,0.176,0.67040123,0.274,0.76498829,0.432,0.71302161,0.317,0.73261227,0.382,0.52248951,0.515,0.736048,0.206,0.33660531,0.511,0.54730964,0.359,0.74634415,0.23,0.6179996,0.074,0.42618399,0.38,0.45612751
"3150",1,1,1,5,5,11155,"18-34","female",0.13,0.26622267,0.549,0.63527781,0.482,0.67850356,0.117,0.26267035,0.44,0.61294484,0.271,0.42197583,0.032,0.48274062,NA,0.75188105,0.324,0.40227453,0.041,0.29681696,0.361,0.52284608,-0.155,0.41105712,0.298,0.46538561,0.249,0.60981854,0.106,0.61281515,0.27,0.69558773,0.362,0.6564377,0.193,0.62292741,0.31,0.41904044,0.407,0.64853367,0.125,0.19558462,0.448,0.44690194,0.256,0.67854493,0.188,0.49146468,0.035,0.24756707,0.376,0.26622267
"3151",1,1,2,1,1,11211,"18-34","female",0.951,0.92246318,0.881,0.8948464,0.883,0.94431395,0.914,0.92720861,0.955,0.93077043,0.956,0.93860209,0.964,0.97885921,NA,0.97432787,1,0.90927558,0.937,0.8904858,0.929,0.90981048,0.967,0.91296533,0.967,0.9150135,0.965,0.96158852,0.927,0.90872829,0.95,0.95141074,0.952,0.92838661,0.977,0.94974209,0.956,0.85140152,0.961,0.95464897,0.927,0.84366489,0.942,0.86599519,0.989,0.9323062,0.949,0.92515335,0.93,0.87601679,0.95,0.92246318
"3152",1,1,2,1,2,11212,"18-34","female",0.91,0.85159188,0.803,0.80426985,0.85,0.90055761,0.844,0.83129907,0.906,0.866107,0.875,0.89196371,0.934,0.9761953,NA,0.95257146,0.968,0.81593213,0.876,0.77752172,0.892,0.83309058,0.895,0.83273361,0.946,0.85886496,0.925,0.90980606,0.843,0.82260765,0.906,0.90564118,0.88,0.85749514,0.959,0.91587224,0.92,0.75759277,0.923,0.9114769,0.864,0.68893606,0.884,0.77375768,0.969,0.89129187,0.892,0.86234452,0.844,0.78408638,0.872,0.85159188
"3153",1,1,2,1,3,11213,"18-34","female",0.825,0.78756418,0.77,0.75286123,0.837,0.86609227,0.769,0.75506597,0.837,0.82022825,0.828,0.84223048,0.882,0.95048645,NA,0.93074004,0.934,0.74822011,0.824,0.69732826,0.854,0.77865596,0.776,0.77240095,0.92,0.80490389,0.872,0.87080684,0.708,0.76784913,0.841,0.87313451,0.857,0.81110841,0.948,0.88578075,0.871,0.68872215,0.902,0.8780932,0.744,0.58666808,0.846,0.71146545,0.915,0.86092183,0.816,0.81302412,0.751,0.70097857,0.846,0.78756418
"3154",1,1,2,1,4,11214,"18-34","female",0.638,0.56031048,0.708,0.72027963,0.703,0.77676799,0.558,0.52730261,0.74,0.73970669,0.685,0.6453992,0.72,0.75100145,NA,0.85304118,0.762,0.58770057,0.592,0.50743115,0.689,0.66081243,0.537,0.61319283,0.767,0.64540093,0.704,0.77431411,0.588,0.70353375,0.632,0.80799797,0.722,0.74252284,0.869,0.78884565,0.744,0.53427856,0.851,0.79551427,0.587,0.41168202,0.709,0.5926469,0.828,0.79072134,0.62,0.66373503,0.498,0.46956773,0.665,0.56031048
"3155",1,1,2,1,5,11215,"18-34","female",0.56,0.38343367,0.684,0.69708438,0.668,0.70768146,0.493,0.35090145,0.697,0.67816376,0.608,0.49179762,0.608,0.59398627,NA,0.79252006,0.609,0.46402735,0.498,0.36118323,0.651,0.57020223,0.349,0.49014075,0.709,0.52142726,0.625,0.69990607,0.518,0.6553511,0.628,0.7580253,0.652,0.69056093,0.745,0.71344598,0.672,0.42334111,0.743,0.73174487,0.506,0.27833125,0.646,0.50151478,0.725,0.73648939,0.578,0.54893483,0.433,0.2900981,0.661,0.38343367
"3156",1,1,2,2,1,11221,"18-34","female",0.895,0.80955031,0.841,0.78361222,0.841,0.89473931,0.848,0.84073422,0.897,0.84854163,0.878,0.86221397,0.907,0.90597312,NA,0.94609865,0.956,0.81971249,0.87,0.7758921,0.885,0.83118975,0.919,0.82500881,0.945,0.82311796,0.922,0.90058755,0.807,0.82059634,0.903,0.89536783,0.871,0.86095004,0.947,0.88910175,0.915,0.69814853,0.908,0.89223121,0.841,0.6864321,0.885,0.73731564,0.945,0.85324107,0.884,0.84530706,0.886,0.75356039,0.887,0.80955031
"3157",1,1,2,2,2,11222,"18-34","female",0.854,0.75850862,0.762,0.72992071,0.808,0.86335361,0.778,0.76296013,0.848,0.7940432,0.797,0.82181256,0.877,0.90324289,NA,0.92469947,0.924,0.75236948,0.809,0.70014785,0.847,0.78155741,0.847,0.77250553,0.924,0.76780434,0.882,0.8543747,0.723,0.75482882,0.859,0.8603864,0.799,0.8068981,0.929,0.86712108,0.879,0.65148853,0.87,0.85722965,0.777,0.57735841,0.827,0.693422,0.925,0.83438946,0.827,0.80948371,0.807,0.6632351,0.809,0.75850862
"3158",1,1,2,2,3,11223,"18-34","female",0.769,0.70073047,0.73,0.69476508,0.795,0.83260315,0.703,0.69267,0.779,0.74998435,0.75,0.77104648,0.825,0.8748135,NA,0.90113359,0.89,0.69441816,0.757,0.63538321,0.81,0.73756073,0.728,0.72301445,0.898,0.70814602,0.829,0.81639187,0.588,0.70691193,0.794,0.83137195,0.776,0.76640272,0.918,0.84065197,0.83,0.60638331,0.849,0.82586194,0.658,0.49307753,0.789,0.6516014,0.871,0.81283718,0.751,0.7710417,0.719,0.57242648,0.783,0.70073047
"3159",1,1,2,2,4,11224,"18-34","female",0.582,0.47785053,0.668,0.66278975,0.661,0.74429882,0.492,0.46925557,0.682,0.66942438,0.607,0.5769695,0.663,0.67927445,NA,0.82400338,0.718,0.53651253,0.524,0.44971494,0.645,0.62144969,0.489,0.56668206,0.745,0.54854374,0.661,0.72112096,0.468,0.64234401,0.585,0.76686053,0.641,0.69839523,0.839,0.74504791,0.703,0.49786042,0.798,0.7441495,0.5,0.32081708,0.653,0.53538751,0.784,0.74378435,0.555,0.63070939,0.474,0.34111236,0.602,0.47785053
