"","MO","SC","UA","PD","AD","State","Age","Sex","UK","UKCopula","Japan","JapanCopula","SouthKorea","SouthKoreaCopula","Netherlands","NetherlandsCopula","China","ChinaCopula","Spain","SpainCopula","Germany","GermanyCopula"
"312",1,3,2,2,3,"13223","18-34","female",0.041,0.394619722096425,0.51,0.47385889298828,0.518,0.503258165083187,0.1,0.23026279221946,0.36,0.344536909942937,0.072,0.370161096219329,0.325,0.366763528591383
"313",1,3,2,3,1,"13231","18-34","female",0.014,0.372464215073036,0.508,0.472961758791317,0.562,0.453870543838758,0.182,0.245327532445955,0.421,0.297538724317235,0.044,0.380884155292863,0.187,0.246714463970166
"314",1,3,2,3,2,"13232","18-34","female",-0.057,0.277854980447259,0.445,0.403898659236971,0.519,0.417155948624251,0.058,0.116990177503913,0.335,0.214276314930602,-0.018,0.281663981118257,0.187,0.164937815003629
"315",1,3,2,3,3,"13233","18-34","female",-0.222,0.111782887463025,0.396,0.308543580881786,0.404,0.324757661350141,-0.143,-0.119736681651132,0.216,0.0653369659382433,-0.1,0.0834370326683447,0.122,-0.0795456833191488
"316",1,3,3,1,1,"13311","18-34","female",0.342,0.481194504941818,0.613,0.510002196395294,0.556,0.496366398058162,0.486,0.41469549277287,0.538,0.37057126156502,0.181,0.491171923493914,0.502,0.449375806529616
"317",1,3,3,1,2,"13312","18-34","female",0.271,0.392343816156317,0.55,0.442699899135137,0.513,0.465775626198691,0.362,0.290100297034302,0.452,0.291244125373161,0.119,0.396523281818995,0.502,0.38190458128157
"318",1,3,3,1,3,"13313","18-34","female",0.106,0.219777214103533,0.501,0.340267656321968,0.398,0.356044180774538,0.161,0.0529688842098862,0.333,0.132703353389032,0.037,0.193016685064402,0.437,0.11773122516257
"319",1,3,3,2,1,"13321","18-34","female",0.219,0.436433509789081,0.533,0.489588761438362,0.519,0.479107921873198,0.4,0.342431020845234,0.446,0.322997199313104,0.092,0.453514072278556,0.39,0.396378992147072
"320",1,3,3,2,2,"13322","18-34","female",0.148,0.339837863658095,0.47,0.419718578423417,0.476,0.442940626121006,0.276,0.211433402585853,0.36,0.238268465840882,0.03,0.351473615420929,0.39,0.31239825317876
"321",1,3,3,2,3,"13323","18-34","female",-0.017,0.192850094557391,0.421,0.336098592749322,0.361,0.359331312520199,0.075,-0.00205394634379705,0.241,0.107836829229445,-0.052,0.175175423035441,0.325,0.0946032033767538
"322",1,3,3,3,1,"13331","18-34","female",-0.044,0.232703625292631,0.419,0.368241770730698,0.405,0.328840225095855,0.157,0.112993797932186,0.302,0.147865585140465,-0.08,0.227719395788705,0.187,0.017831752276752
"323",1,3,3,3,2,"13332","18-34","female",-0.115,0.148360711476409,0.356,0.311623209899929,0.362,0.306607331664413,0.033,-0.0108355208415264,0.216,0.07833972744117,-0.142,0.142166012330174,0.187,-0.0419760117508081
"324",1,3,3,3,3,"13333","18-34","female",-0.28,0.00447302575644113,0.307,0.22046002934376,0.247,0.214653245486616,-0.168,-0.209580658766233,0.097,-0.0535792300067642,-0.224,-0.0430231123980917,0.122,-0.278959824881265
"325",2,1,1,1,1,"21111","18-34","female",0.85,0.918442022608124,0.773,0.879002208855572,0.854,0.884146383603083,0.893,0.896867629561573,0.862,0.923098427399134,0.87,0.905033134832172,0.9,0.948434158483528
"326",2,1,1,1,2,"21112","18-34","female",0.779,0.831019612805625,0.71,0.779383785864712,0.811,0.811605611367249,0.769,0.780460185880727,0.776,0.838066383688466,0.808,0.805844170901786,0.9,0.884679800053794
"327",2,1,1,1,3,"21113","18-34","female",0.345,0.645659499878176,0.661,0.672751073548958,0.646,0.66537894911963,0.334,0.523340856698859,0.635,0.676086042134956,0.435,0.60403942022391,0.512,0.664699384118854
"328",2,1,1,2,1,"21121","18-34","female",0.727,0.82962405927231,0.693,0.783026909416422,0.817,0.796580264317221,0.807,0.79903394527633,0.77,0.8170492892924,0.781,0.800086636292272,0.788,0.867265654684434
"329",2,1,1,2,2,"21122","18-34","female",0.656,0.743970196118165,0.63,0.703928180493497,0.774,0.749736012980191,0.683,0.691680828740266,0.684,0.730018583647824,0.719,0.704132295631099,0.788,0.79880251575399
"330",2,1,1,2,3,"21123","18-34","female",0.222,0.567769040384218,0.581,0.606272501856525,0.609,0.612854240829652,0.248,0.443364957314177,0.543,0.572850767767412,0.346,0.512361693783981,0.4,0.57982973400724
"331",2,1,1,3,1,"21131","18-34","female",0.195,0.699516958554179,0.579,0.694069887472004,0.653,0.688026759041611,0.33,0.641632515691545,0.604,0.655484525563617,0.318,0.674227613329804,0.262,0.683460696850128
"332",2,1,1,3,2,"21132","18-34","female",0.124,0.592931714401981,0.516,0.607598380673564,0.61,0.629495681085776,0.206,0.504186426160517,0.518,0.548926540417954,0.256,0.560332191849261,0.262,0.583724180251184
"333",2,1,1,3,3,"21133","18-34","female",-0.041,0.355564908051935,0.467,0.474132304124038,0.495,0.47067734882585,0.005,0.179667088094405,0.399,0.327507963596697,0.174,0.302568110850224,0.197,0.266845741320715
"334",2,1,2,1,1,"21211","18-34","female",0.814,0.826052307593914,0.729,0.761230557587248,0.803,0.796774217669092,0.861,0.803605761652028,0.788,0.81291119309764,0.799,0.80363426532455,0.9,0.884207109045268
"335",2,1,2,1,2,"21212","18-34","female",0.743,0.742092679920061,0.666,0.683784441860644,0.76,0.748313144516908,0.737,0.694095061388424,0.702,0.728368991914949,0.737,0.710362281118595,0.9,0.816580654792929
"336",2,1,2,1,3,"21213","18-34","female",0.309,0.570244307738243,0.617,0.587374362299972,0.595,0.612305012805576,0.302,0.448153918430102,0.561,0.572881955650979,0.364,0.523357782695609,0.512,0.602681873257302
"337",2,1,2,2,1,"21221","18-34","female",0.691,0.763649992989019,0.649,0.707424198098554,0.766,0.748687238222028,0.775,0.733321491331375,0.696,0.724879023985351,0.71,0.734124344808617,0.788,0.811988538262037
"338",2,1,2,2,2,"21222","18-34","female",0.62,0.680529014322956,0.586,0.634677310138332,0.723,0.703801446873121,0.651,0.623510886327557,0.61,0.640588463803273,0.648,0.642786922375653,0.788,0.742114649946347
